Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
fucci-wt-single-f11-r5-c5_S131_	acceptable	512644	469590	10.6%	1.0%	1.0%	69	12.8%	41.0%	165	0.36	0.00%	0.89%	0
fucci-wt-single-f11-r5-c6_S132_	poor	64008	57988	2.2%	0.1%	1.9%	9	7.1%	43.0%	152	NA	0.00%	0.06%	0
fucci-wt-single-f11-r5-c7_S133_	good	622589	567866	8.4%	1.3%	2.1%	85	12.5%	40.0%	156	0.24	0.00%	1.01%	0
fucci-wt-single-f11-r6-c1_S134_	acceptable	305687	277280	4.8%	0.6%	1.6%	42	6.1%	44.0%	159	0.25	0.00%	0.83%	0
fucci-wt-single-f11-r6-c2_S135_	poor	34431	31526	1.2%	0.1%	1.9%	5	4.3%	39.0%	157	NA	0.00%	0.12%	0
fucci-wt-single-f11-r6-c3_S136_	good	1281105	1181526	12.1%	2.5%	1.0%	173	18.2%	39.0%	156	0.21	0.00%	1.66%	0
fucci-wt-single-f11-r6-c4_S137_	brdu	103962	94584	2.6%	0.2%	9.3%	14	10.3%	41.0%	151	0.4	0.00%	0.53%	0
fucci-wt-single-f11-r6-c5_S138_	good	689871	627098	8.6%	1.4%	1.2%	94	17.0%	40.0%	152	NA	0.00%	1.30%	0
fucci-wt-single-f11-r6-c6_S139_	poor	92401	84118	2.9%	0.2%	3.4%	13	11.5%	40.0%	156	NA	0.00%	0.12%	0
fucci-wt-single-f11-r6-c7_S140_	good	941669	866230	12.0%	1.9%	1.1%	128	12.0%	41.0%	153	NA	0.00%	1.54%	0
fucci-wt-single-f11-r7-c1_S141_	poor	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
fucci-wt-single-f11-r7-c2_S142_	brdu	431982	393564	9.0%	0.9%	5.4%	57	20.5%	41.0%	157	NA	0.00%	0.77%	0
fucci-wt-single-f11-r7-c3_S143_	acceptable	516672	469240	7.0%	1.1%	1.4%	72	14.3%	41.0%	152	0.25	0.00%	1.24%	0
fucci-wt-single-f11-r7-c4_S144_	brdu	1467621	1346284	16.2%	2.8%	22.2%	160	36.0%	42.0%	151	0.23	0.00%	4.14%	0
fucci-wt-single-f11-r7-c5_S145_	brdu	282027	259402	5.0%	0.6%	15.8%	37	18.8%	41.0%	153	0.27	0.00%	0.47%	0
fucci-wt-single-f11-r7-c6_S146_	good	1094263	998590	12.6%	2.1%	1.2%	144	19.2%	39.0%	158	0.23	0.00%	1.95%	0
fucci-wt-single-f12-r1-c1_S148_	good	1111762	1018058	15.4%	2.1%	2.7%	142	15.1%	40.0%	154	0.26	0.00%	1.84%	0
fucci-wt-single-f12-r1-c2_S149_	brdu	1408926	1292506	16.4%	2.6%	0.0%	158	22.2%	41.0%	152	0.23	0.00%	2.90%	0
fucci-wt-single-f12-r1-c3_S150_	poor	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
fucci-wt-single-f12-r1-c4_S151_	good	1695724	1535914	13.8%	3.2%	1.2%	218	18.4%	42.0%	155	NA	0.00%	2.78%	0
fucci-wt-single-f12-r1-c5_S152_	poor	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
fucci-wt-single-f12-r1-c6_S153_	brdu	1938408	1765684	15.4%	3.6%	12.6%	229	25.5%	42.0%	152	0.2	0.00%	3.29%	0
fucci-wt-single-f12-r1-c7_S154_	brdu	1365651	1250774	17.1%	2.5%	0.7%	168	40.7%	40.0%	164	0.24	0.00%	2.43%	0
fucci-wt-single-f12-r2-c1_S155_	good	872177	794200	13.7%	1.7%	1.6%	113	14.9%	41.0%	157	0.28	0.00%	1.84%	0
fucci-wt-single-f12-r2-c2_S156_	poor	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
fucci-wt-single-f12-r2-c3_S157_	good	1228988	1121830	14.6%	2.3%	1.2%	159	19.2%	39.0%	156	0.23	0.00%	1.75%	0
fucci-wt-single-f12-r2-c4_S158_	brdu	669934	618732	13.9%	1.3%	1.5%	97	18.6%	41.0%	161	NA	0.00%	1.01%	0
fucci-wt-single-f12-r2-c5_S159_	brdu	1177067	1072402	12.5%	2.3%	6.6%	149	36.8%	40.0%	159	NA	0.00%	1.72%	0
fucci-wt-single-f12-r2-c6_S160_	brdu	1648562	1516118	19.5%	3.0%	17.7%	185	36.2%	40.0%	152	0.24	0.00%	2.72%	0.0434508
fucci-wt-single-f12-r2-c7_S161_	good	1014407	922316	13.3%	2.0%	2.0%	132	17.3%	40.0%	153	NA	0.00%	1.13%	0
