Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
na12878-m1h3h5-1-30-taq-single-f10-r3-c1_S260_	b	303153	267810	6.40%	0.60%	9.70%	38	46.70%	48.00%	129	NA	0.00%	0.50%	0
na12878-m1h3h5-1-30-taq-single-f10-r3-c2_S261_	b	438495	390348	8.30%	0.90%	9.40%	55	47.10%	49.00%	129	NA	0.00%	0.60%	0
na12878-m1h3h5-1-30-taq-single-f10-r3-c3_S262_	p	40428	35880	2.70%	0.10%	6.20%	5	41.70%	48.00%	129	NA	0.00%	0.10%	0
na12878-m1h3h5-1-30-taq-single-f10-r3-c4_S263_	a	370899	330192	6.30%	0.70%	4.70%	46	57.10%	48.00%	129	0.33	0.00%	0.70%	0
na12878-m1h3h5-1-30-taq-single-f10-r3-c5_S264_	b	2183094	1961236	26.10%	3.50%	16.40%	193	47.30%	50.00%	129	0.29	0.00%	2.50%	0.0336444
na12878-m1h3h5-1-30-taq-single-f10-r3-c6_S265_	e	NA	334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-m1h3h5-1-30-taq-single-f10-r3-c7_S266_	e	NA	3496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-m1h3h5-1-30-taq-single-f10-r4-c1_S267_	b	385654	336830	10.70%	0.70%	8.00%	43	43.20%	48.00%	129	NA	0.00%	0.80%	0
na12878-m1h3h5-1-30-taq-single-f10-r4-c2_S268_	b	287153	253698	8.50%	0.60%	8.80%	33	43.60%	49.00%	129	NA	0.00%	0.70%	0
na12878-m1h3h5-1-30-taq-single-f10-r4-c3_S269_	a	79089	70396	2.90%	0.20%	7.10%	10	60.00%	49.00%	129	NA	0.00%	0.20%	0
na12878-m1h3h5-1-30-taq-single-f10-r4-c4_S270_	b	2012509	1800508	26.60%	3.20%	8.30%	190	41.70%	49.00%	129	0.33	0.00%	2.20%	0
na12878-m1h3h5-1-30-taq-single-f10-r4-c5_S271_	b	718666	645156	9.90%	1.40%	16.00%	76	51.40%	50.00%	129	0.29	0.00%	1.00%	0
na12878-m1h3h5-1-30-taq-single-f10-r4-c6_S272_	a	466553	414558	7.30%	0.90%	10.50%	55	53.70%	48.00%	129	NA	0.00%	1.50%	0
na12878-m1h3h5-1-30-taq-single-f10-r4-c7_S273_	p	24976	22058	1.60%	0.10%	8.50%	3	60.90%	49.00%	129	NA	0.00%	0.00%	0
na12878-m1h3h5-1-30-taq-single-f10-r5-c1_S274_	p	13469	11896	1.60%	0.00%	7.30%	1	39.10%	49.00%	129	>=2	0.00%	0.10%	0
na12878-m1h3h5-1-30-taq-single-f10-r5-c2_S275_	p	305519	274770	6.00%	0.60%	20.30%	33	57.10%	49.00%	129	0.36	0.00%	0.50%	0
na12878-m1h3h5-1-30-taq-single-f10-r5-c3_S276_	p	163336	146784	3.80%	0.30%	17.70%	18	63.00%	49.00%	129	0.47	0.00%	0.40%	0
na12878-m1h3h5-1-30-taq-single-f10-r5-c4_S277_	a	1472634	1310552	27.60%	2.30%	5.50%	138	55.80%	49.00%	129	0.66	0.00%	2.70%	0
na12878-m1h3h5-1-30-taq-single-f10-r5-c5_S278_	e	NA	2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-m1h3h5-1-30-taq-single-f10-r5-c6_S279_	e	NA	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-m1h3h5-1-30-taq-single-f10-r5-c7_S280_	e	NA	122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-m1h3h5-1-30-taq-single-f10-r6-c1_S281_	e	NA	312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-m1h3h5-1-30-taq-single-f10-r6-c2_S282_	p	33000	29468	2.10%	0.10%	8.00%	4	47.80%	51.00%	129	NA	0.00%	0.00%	0
na12878-m1h3h5-1-30-taq-single-f10-r6-c3_S283_	e	NA	282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-m1h3h5-1-30-taq-single-f10-r6-c4_S284_	p	16694	14774	1.70%	0.00%	7.60%	2	50.00%	51.00%	129	NA	0.00%	0.10%	0
na12878-m1h3h5-1-30-taq-single-f10-r6-c5_S285_	e	NA	172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-m1h3h5-1-30-taq-single-f10-r6-c6_S286_	p	42924	38074	2.50%	0.10%	7.60%	5	41.70%	50.00%	129	>=2	0.00%	0.10%	0
na12878-m1h3h5-1-30-taq-single-f10-r6-c7_S287_	e	NA	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-m1h3h5-1-30-taq-single-f10-r7-c1_S288_	a	2559050	2270594	31.50%	3.80%	4.50%	238	40.00%	49.00%	129	0.31	0.00%	4.70%	0
na12878-m1h3h5-1-30-taq-single-f10-r7-c2_S289_	b	161788	146300	6.60%	0.30%	24.10%	18	36.10%	48.00%	129	NA	0.00%	0.70%	0
na12878-m1h3h5-1-30-taq-single-f10-r7-c3_S290_	b	1094157	982502	23.60%	1.80%	17.30%	84	46.90%	49.00%	129	NA	0.00%	2.10%	0
na12878-m1h3h5-1-30-taq-single-f10-r7-c4_S291_	e	NA	254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-m1h3h5-1-30-taq-single-f10-r7-c5_S292_	p	458136	404546	6.80%	0.90%	7.20%	54	57.10%	49.00%	129	NA	0.00%	0.70%	0
na12878-m1h3h5-1-30-taq-single-f10-r7-c6_S293_	p	109381	96692	2.60%	0.20%	5.20%	13	62.10%	49.00%	129	0.66	0.00%	0.50%	0
Undetermined_S0_	p	5006327	3992834	6.40%	8.90%	39.90%	548	90.00%	49.00%	129	0.17	0.00%	10.90%	0.0165098
