Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
aaa-0081-single-f10-r3-c3_S311_	a	45249	41508	1.9%	0.1%	0.9%	7	40.0%	41.0%	156	>=2	0.0%	0.2%	0
aaa-0081-single-f10-r3-c4_S312_	b	448677	410422	3.8%	1.0%	1.5%	71	48.9%	40.0%	152	0.2	0.0%	0.9%	0
aaa-0081-single-f10-r3-c5_S313_	b	1241732	1143080	7.3%	2.6%	15.2%	162	47.8%	42.0%	152	0.19	0.0%	1.7%	0
aaa-0081-single-f10-r3-c6_S314_	b	584766	534632	7.5%	1.2%	3.9%	90	38.8%	39.0%	156	0.24	0.0%	1.1%	0
aaa-0081-single-f10-r3-c7_S315_	b	440394	403054	4.4%	0.9%	8.4%	62	34.1%	41.0%	154	0.21	0.0%	0.9%	0
aaa-0081-single-f10-r4-c1_S316_	b	457455	420258	4.7%	1.0%	5.6%	68	32.4%	42.0%	151	0.22	0.0%	0.9%	0
aaa-0081-single-f10-r4-c2_S317_	b	429600	393830	3.2%	0.9%	19.7%	62	51.2%	42.0%	152	NA	0.0%	0.6%	0
aaa-0081-single-f10-r4-c3_S318_	b	415058	383118	4.2%	0.9%	3.0%	62	40.0%	40.0%	154	0.21	0.0%	0.4%	0
aaa-0081-single-f10-r4-c4_S319_	b	947369	869200	7.3%	2.0%	3.3%	148	41.7%	43.0%	152	0.2	0.0%	2.0%	0
aaa-0081-single-f10-r4-c5_S320_	b	839176	776518	6.6%	1.8%	1.6%	137	43.5%	40.0%	152	0.2	0.0%	1.5%	0
aaa-0081-single-f10-r4-c6_S321_	a	621726	567298	4.1%	1.3%	2.1%	94	55.9%	41.0%	151	0.19	0.0%	1.1%	0
aaa-0081-single-f10-r4-c7_S322_	b	457215	420170	3.8%	1.0%	2.9%	74	58.8%	42.0%	153	0.2	0.0%	0.7%	0
aaa-0081-single-f10-r5-c1_S323_	p	6267	5750	1.3%	0.0%	6.0%	0	17.4%	47.0%	152	NA	0.0%	0.0%	0
aaa-0081-single-f10-r5-c2_S324_	b	250387	228574	3.8%	0.5%	3.4%	34	31.4%	39.0%	153	NA	0.0%	0.4%	0
aaa-0081-single-f10-r5-c3_S325_	b	1260144	1159054	7.2%	2.6%	18.4%	175	61.5%	41.0%	152	0.19	0.0%	1.2%	0
aaa-0081-single-f10-r5-c4_S326_	b	1076812	983100	7.0%	2.2%	10.2%	152	45.8%	41.0%	152	0.19	0.0%	2.9%	0
aaa-0081-single-f10-r5-c5_S327_	b	667054	614638	5.9%	1.4%	4.5%	111	47.2%	41.0%	152	0.21	0.0%	1.6%	0
aaa-0081-single-f10-r5-c6_S328_	b	135177	123804	2.3%	0.3%	11.2%	20	51.4%	42.0%	151	0.29	0.0%	0.2%	0
aaa-0081-single-f10-r5-c7_S329_	b	620110	572002	5.7%	1.3%	19.5%	86	44.2%	40.0%	153	0.21	0.0%	1.1%	0
aaa-0081-single-f10-r6-c1_S330_	b	868944	795298	5.7%	1.8%	11.6%	121	51.9%	42.0%	150	NA	0.0%	1.9%	0
aaa-0081-single-f10-r6-c2_S331_	b	933866	856004	6.7%	1.9%	2.1%	150	53.4%	41.0%	152	0.19	0.0%	1.2%	0
aaa-0081-single-f10-r6-c3_S332_	b	1062927	978354	7.3%	2.2%	5.5%	152	48.2%	41.0%	152	0.19	0.0%	1.4%	0
aaa-0081-single-f10-r6-c4_S333_	b	210321	193540	3.2%	0.5%	6.0%	30	28.6%	41.0%	152	NA	0.0%	0.6%	0
aaa-0081-single-f10-r6-c5_S334_	b	539306	495194	6.2%	1.1%	3.1%	78	35.7%	41.0%	152	NA	0.0%	1.0%	0
aaa-0081-single-f10-r6-c6_S335_	g	129617	118382	2.4%	0.3%	1.4%	20	31.0%	39.0%	151	0.29	0.0%	0.4%	0
aaa-0081-single-f10-r6-c7_S336_	b	85409	78946	2.5%	0.2%	4.0%	13	25.9%	39.0%	153	0.58	0.0%	0.1%	0
aaa-0081-single-f10-r7-c1_S337_	b	694408	635296	6.9%	1.4%	4.8%	110	46.2%	41.0%	151	0.21	0.0%	1.7%	0
aaa-0081-single-f10-r7-c2_S338_	b	805394	739442	6.0%	1.7%	2.0%	127	43.8%	41.0%	153	0.19	0.0%	2.0%	0
aaa-0081-single-f10-r7-c3_S339_	b	482080	445822	4.8%	1.0%	2.6%	78	40.0%	41.0%	152	0.21	0.0%	1.4%	0
aaa-0081-single-f10-r7-c4_S340_	b	692220	633130	8.0%	1.4%	8.5%	99	50.0%	41.0%	162	NA	0.0%	1.1%	0
aaa-0081-single-f10-r7-c5_S341_	b	335606	300948	5.9%	0.7%	2.9%	47	37.5%	40.0%	160	0.3	0.0%	0.7%	0
aaa-0081-single-f10-r7-c6_S342_	b	1013516	929854	6.0%	2.1%	8.7%	136	52.6%	41.0%	153	0.19	0.0%	2.9%	0
aaa-0081-single-f11-r1-c1_S344_	b	588227	535702	4.3%	1.2%	14.3%	84	45.8%	41.0%	151	0.19	0.0%	1.3%	0
aaa-0081-single-f11-r1-c2_S345_	b	599327	542910	4.8%	1.3%	3.7%	92	37.5%	42.0%	152	NA	0.0%	1.2%	0
aaa-0081-single-f11-r1-c3_S346_	p	414162	375136	4.9%	0.9%	4.7%	61	54.5%	39.0%	160	0.23	0.0%	1.1%	0
aaa-0081-single-f11-r1-c4_S347_	b	564793	518006	8.8%	1.1%	5.2%	75	33.3%	41.0%	160	NA	0.0%	1.3%	0
aaa-0081-single-f11-r1-c5_S348_	b	392820	357350	5.6%	0.8%	6.1%	52	30.0%	40.0%	154	0.25	0.0%	0.5%	0
aaa-0081-single-f11-r1-c6_S349_	b	518520	463284	6.9%	1.0%	6.3%	75	46.7%	41.0%	153	0.24	0.0%	0.2%	0
aaa-0081-single-f11-r1-c7_S350_	g	607920	549472	4.5%	1.3%	1.3%	91	50.0%	41.0%	151	0.2	0.0%	1.5%	0.120267
aaa-0081-single-f11-r2-c1_S351_	b	492138	441904	3.7%	1.0%	6.6%	72	44.7%	40.0%	152	0.2	0.0%	0.7%	0
aaa-0081-single-f11-r2-c2_S352_	b	114923	105490	2.9%	0.2%	3.8%	16	28.6%	41.0%	152	NA	0.0%	0.3%	0
aaa-0081-single-f11-r2-c3_S353_	g	436116	390514	3.7%	0.9%	1.4%	65	53.8%	40.0%	153	0.2	0.0%	0.8%	0
aaa-0081-single-f11-r2-c4_S354_	b	465893	428282	4.7%	1.0%	3.4%	66	37.2%	42.0%	153	0.21	0.0%	1.1%	0
aaa-0081-single-f11-r2-c5_S355_	b	546321	498964	4.5%	1.2%	19.6%	71	56.1%	44.0%	152	0.2	0.0%	1.2%	0.131339
aaa-0081-single-f11-r2-c6_S356_	b	751738	681774	5.4%	1.6%	7.0%	109	49.1%	41.0%	150	0.19	0.0%	1.4%	0
aaa-0081-single-f11-r2-c7_S357_	b	435346	395172	4.0%	0.9%	1.5%	67	51.9%	40.0%	156	0.21	0.0%	0.3%	0
aaa-0081-single-f11-r3-c1_S358_	a	230811	209780	3.0%	0.5%	2.1%	36	36.4%	41.0%	150	0.24	0.0%	0.2%	0
aaa-0081-single-f11-r3-c2_S359_	b	222660	193850	4.8%	0.4%	6.9%	31	45.5%	49.0%	157	NA	0.0%	0.5%	0
aaa-0081-single-f11-r3-c3_S360_	b	42084	38668	1.7%	0.1%	5.9%	6	40.0%	44.0%	152	NA	0.0%	0.0%	0
aaa-0081-single-f11-r3-c4_S361_	b	245747	225226	5.5%	0.5%	1.8%	33	18.5%	39.0%	169	0.37	0.0%	0.0%	0
aaa-0081-single-f11-r3-c5_S362_	b	601396	550308	3.8%	1.3%	9.9%	90	45.8%	40.0%	153	NA	0.0%	1.6%	0
aaa-0081-single-f11-r3-c6_S363_	b	575292	529654	4.3%	1.2%	23.0%	79	57.6%	41.0%	152	NA	0.0%	1.4%	0
aaa-0081-single-f11-r3-c7_S364_	b	326665	298132	3.3%	0.7%	3.6%	48	43.8%	41.0%	149	NA	0.0%	0.7%	0
aaa-0081-single-f11-r4-c1_S365_	b	358665	324692	3.5%	0.8%	12.9%	57	49.0%	41.0%	153	0.21	0.0%	0.6%	0
aaa-0081-single-f11-r4-c2_S366_	a	302278	272560	2.9%	0.6%	2.7%	46	55.6%	40.0%	149	NA	0.0%	0.6%	0
aaa-0081-single-f11-r4-c3_S367_	a	350223	319764	3.5%	0.7%	3.8%	53	56.1%	40.0%	151	0.21	0.0%	0.6%	0
aaa-0081-single-f11-r4-c4_S368_	b	505893	459396	6.5%	1.0%	2.1%	72	31.1%	40.0%	156	NA	0.0%	1.2%	0
aaa-0081-single-f11-r4-c5_S369_	b	653887	596266	3.0%	1.4%	20.1%	102	72.9%	40.0%	150	0.18	0.0%	1.2%	0
aaa-0081-single-f11-r4-c6_S370_	a	418104	383596	3.7%	0.9%	2.0%	64	47.2%	39.0%	153	0.2	0.0%	0.5%	0
aaa-0081-single-f11-r4-c7_S371_	b	268722	246898	4.0%	0.6%	2.8%	43	44.1%	40.0%	152	0.26	0.0%	0.9%	0
aaa-0081-single-f11-r5-c1_S372_	p	6737	6170	1.4%	0.0%	12.9%	1	21.7%	37.0%	153	NA	0.0%	0.1%	0
aaa-0081-single-f11-r5-c2_S373_	a	262299	236734	3.6%	0.6%	5.1%	39	52.9%	41.0%	154	0.24	0.0%	0.8%	0
aaa-0081-single-f11-r5-c3_S374_	b	553990	503626	5.9%	1.2%	6.3%	76	29.8%	41.0%	155	0.22	0.0%	1.5%	0
aaa-0081-single-f11-r5-c4_S375_	g	666280	604326	4.9%	1.4%	1.0%	100	42.9%	40.0%	152	0.19	0.0%	1.6%	0
aaa-0081-single-f11-r5-c5_S376_	b	390381	361202	5.0%	0.8%	1.9%	60	36.1%	41.0%	155	NA	0.0%	1.3%	0
aaa-0081-single-f11-r5-c6_S377_	b	183210	166290	3.0%	0.4%	7.6%	27	33.3%	40.0%	152	0.26	0.0%	0.4%	0
aaa-0081-single-f11-r5-c7_S378_	b	427258	388256	3.5%	0.9%	3.9%	63	41.7%	46.0%	150	NA	0.0%	1.4%	0.168658
aaa-0081-single-f11-r6-c1_S379_	a	391022	350364	4.1%	0.8%	2.7%	58	44.7%	44.0%	149	0.23	0.0%	0.5%	0
aaa-0081-single-f11-r6-c2_S380_	a	76109	65358	1.5%	0.2%	4.6%	11	53.6%	41.0%	149	NA	0.0%	0.2%	0
aaa-0081-single-f11-r6-c3_S381_	b	466404	432880	5.7%	1.0%	3.7%	63	45.2%	39.0%	152	0.23	0.0%	0.9%	0
aaa-0081-single-f11-r6-c4_S382_	g	318522	289506	2.8%	0.7%	1.1%	48	51.4%	39.0%	151	0.21	0.0%	0.8%	0
aaa-0081-single-f11-r6-c5_S383_	a	371663	329562	3.2%	0.8%	2.9%	55	42.1%	40.0%	150	0.21	0.0%	1.0%	0
aaa-0081-single-f11-r6-c6_S384_	b	93189	85402	2.0%	0.2%	11.6%	14	50.0%	41.0%	154	NA	0.0%	0.0%	0
aaa-0081-single-f11-r6-c7_S385_	b	401880	373474	5.8%	0.9%	6.9%	58	38.9%	41.0%	152	0.25	0.0%	0.9%	0
aaa-0081-single-f11-r7-c1_S386_	b	489014	442224	4.5%	1.0%	5.1%	78	46.6%	41.0%	150	NA	0.0%	1.3%	0
aaa-0081-single-f11-r7-c2_S387_	b	331199	308746	3.6%	0.7%	2.6%	51	50.0%	40.0%	152	0.22	0.0%	0.8%	0.21617
aaa-0081-single-f11-r7-c3_S388_	b	183446	166522	3.5%	0.4%	2.5%	27	28.1%	40.0%	152	0.32	0.0%	0.1%	0
aaa-0081-single-f11-r7-c4_S389_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0081-single-f11-r7-c5_S390_	b	254783	225248	5.9%	0.5%	5.5%	35	29.7%	40.0%	150	0.43	0.0%	0.5%	0
aaa-0081-single-f11-r7-c6_S391_	b	375771	339524	4.7%	0.8%	3.8%	50	27.0%	40.0%	152	NA	0.0%	0.8%	0
aaa-0081-single-f9-r1-c1_S246_	b	845560	772638	9.3%	1.7%	2.2%	121	32.7%	39.0%	159	0.22	0.0%	0.9%	0
aaa-0081-single-f9-r1-c2_S247_	b	1716857	1570002	7.2%	3.5%	12.3%	226	45.3%	42.0%	151	NA	0.0%	4.1%	0
aaa-0081-single-f9-r1-c3_S248_	g	1359797	1239200	6.6%	2.8%	1.6%	202	51.2%	40.0%	152	0.18	0.0%	2.0%	0.106905
aaa-0081-single-f9-r1-c4_S249_	g	1585894	1453714	8.4%	3.2%	0.8%	235	49.1%	40.0%	157	0.18	0.0%	2.3%	0
aaa-0081-single-f9-r1-c5_S250_	b	502811	453124	7.3%	1.0%	3.2%	75	32.7%	39.0%	166	0.26	0.0%	1.0%	0.151547
aaa-0081-single-f9-r1-c6_S251_	g	1234425	1123668	7.0%	2.5%	1.1%	183	47.1%	40.0%	155	0.18	0.0%	1.6%	0
aaa-0081-single-f9-r1-c7_S252_	b	1996117	1842618	9.2%	4.1%	17.0%	252	54.4%	41.0%	152	0.18	0.0%	5.2%	0
aaa-0081-single-f9-r2-c1_S253_	b	1314880	1198776	5.6%	2.8%	1.2%	198	45.9%	40.0%	152	0.18	0.0%	3.1%	0
aaa-0081-single-f9-r2-c2_S254_	b	255795	232818	3.5%	0.5%	2.9%	38	42.9%	41.0%	153	0.24	0.0%	0.6%	0
aaa-0081-single-f9-r2-c3_S255_	b	708301	641860	7.9%	1.4%	4.6%	111	37.3%	39.0%	156	0.22	0.0%	0.8%	0
aaa-0081-single-f9-r2-c4_S256_	b	1001895	923808	6.1%	2.1%	11.6%	138	41.7%	41.0%	155	0.19	0.0%	2.1%	0.139878
aaa-0081-single-f9-r2-c5_S257_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0081-single-f9-r2-c6_S258_	b	1820055	1658980	7.9%	3.7%	3.3%	283	49.2%	40.0%	152	0.18	0.0%	4.2%	0.0392909
aaa-0081-single-f9-r2-c7_S259_	b	500092	460546	7.9%	1.0%	3.0%	75	41.5%	40.0%	156	0.27	0.0%	1.8%	0
aaa-0081-single-f9-r3-c1_S260_	a	422570	381774	3.1%	0.9%	2.9%	63	42.9%	46.0%	148	0.2	0.0%	0.8%	0.172682
aaa-0081-single-f9-r3-c2_S261_	b	769772	703042	4.2%	1.6%	3.6%	126	48.6%	41.0%	151	0.18	0.0%	1.4%	0.0920355
aaa-0081-single-f9-r3-c3_S262_	p	46974	43362	1.5%	0.1%	11.8%	7	51.9%	42.0%	153	NA	0.0%	0.0%	0
aaa-0081-single-f9-r3-c4_S263_	b	605496	557550	3.7%	1.3%	4.4%	99	47.0%	40.0%	152	0.19	0.0%	1.2%	0
aaa-0081-single-f9-r3-c5_S264_	b	1369951	1265862	8.1%	2.8%	2.4%	220	47.8%	41.0%	153	0.19	0.0%	3.1%	0
aaa-0081-single-f9-r3-c6_S265_	g	1165318	1063370	5.4%	2.5%	1.1%	175	40.8%	40.0%	151	0.18	0.0%	1.4%	0.0622548
aaa-0081-single-f9-r3-c7_S266_	b	816791	751492	3.4%	1.8%	0.0%	113	100.0%	40.0%	151	0.18	0.0%	2.8%	0
aaa-0081-single-f9-r4-c1_S267_	b	517062	473216	5.4%	1.1%	4.2%	74	34.8%	41.0%	156	0.21	0.0%	1.1%	0
aaa-0081-single-f9-r4-c2_S268_	b	387298	356266	3.8%	0.8%	2.8%	58	32.5%	40.0%	156	0.21	0.0%	0.6%	0
aaa-0081-single-f9-r4-c3_S269_	b	586422	540394	3.8%	1.3%	3.6%	98	44.4%	40.0%	152	0.19	0.0%	1.2%	0
aaa-0081-single-f9-r4-c4_S270_	b	1486488	1362970	7.8%	3.1%	6.3%	214	45.9%	41.0%	151	0.18	0.0%	3.8%	0
aaa-0081-single-f9-r4-c5_S271_	g	1297360	1190564	7.1%	2.7%	0.8%	193	44.4%	40.0%	153	NA	0.0%	2.1%	0
aaa-0081-single-f9-r4-c6_S272_	b	706886	645536	5.3%	1.5%	4.4%	94	33.3%	42.0%	153	NA	0.0%	0.9%	0
aaa-0081-single-f9-r4-c7_S273_	b	522406	487146	4.4%	1.1%	1.6%	88	45.1%	40.0%	156	0.2	0.0%	1.1%	0
aaa-0081-single-f9-r5-c1_S274_	b	19953	18350	1.5%	0.0%	2.5%	3	20.0%	44.0%	153	NA	0.0%	0.0%	0
aaa-0081-single-f9-r5-c2_S275_	b	334790	308208	4.1%	0.7%	9.6%	48	40.0%	41.0%	164	0.23	0.0%	0.5%	0
aaa-0081-single-f9-r5-c3_S276_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0081-single-f9-r5-c4_S277_	p	90613	68422	6.7%	0.2%	14.1%	10	46.2%	49.0%	151	>=2	0.0%	0.2%	0
aaa-0081-single-f9-r5-c5_S278_	b	755293	689142	6.7%	1.6%	3.7%	109	34.7%	41.0%	153	0.2	0.0%	1.1%	0
aaa-0081-single-f9-r5-c6_S279_	b	166544	152038	3.3%	0.4%	2.8%	23	43.3%	41.0%	158	NA	0.0%	0.0%	0
aaa-0081-single-f9-r5-c7_S280_	b	785850	723630	5.5%	1.7%	2.6%	117	36.4%	40.0%	152	0.19	0.0%	2.3%	0
aaa-0081-single-f9-r6-c1_S281_	b	1054555	970908	5.8%	2.2%	3.6%	169	41.1%	40.0%	152	0.18	0.0%	2.1%	0
aaa-0081-single-f9-r6-c2_S282_	b	1409553	1282036	8.1%	2.9%	4.1%	182	44.4%	43.0%	151	0.19	0.0%	3.8%	0
aaa-0081-single-f9-r6-c3_S283_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0081-single-f9-r6-c4_S284_	b	305950	279080	4.1%	0.7%	2.8%	47	25.8%	40.0%	153	0.24	0.0%	0.7%	0
aaa-0081-single-f9-r6-c5_S285_	g	981292	885200	4.6%	2.1%	1.7%	146	50.0%	40.0%	152	0.18	0.0%	1.7%	0
aaa-0081-single-f9-r6-c6_S286_	b	154907	143564	2.1%	0.3%	2.9%	23	34.4%	44.0%	150	0.25	0.0%	0.4%	0
aaa-0081-single-f9-r6-c7_S287_	b	581764	534206	9.4%	1.2%	9.6%	82	39.5%	44.0%	151	0.29	0.0%	1.4%	0
aaa-0081-single-f9-r7-c1_S288_	b	1527136	1387462	8.8%	3.1%	4.5%	218	45.9%	41.0%	154	NA	0.0%	2.2%	0
aaa-0081-single-f9-r7-c2_S289_	g	990702	905042	4.9%	2.1%	1.6%	150	46.8%	41.0%	151	0.18	0.0%	1.3%	0
aaa-0081-single-f9-r7-c3_S290_	b	647447	598816	5.0%	1.4%	1.1%	107	47.5%	41.0%	155	0.2	0.0%	1.0%	0
aaa-0081-single-f9-r7-c4_S291_	b	1047256	958628	8.7%	2.1%	3.1%	134	25.0%	40.0%	154	0.2	0.0%	0.1%	0
aaa-0081-single-f9-r7-c5_S292_	b	915264	837200	6.7%	1.9%	4.4%	140	35.2%	41.0%	153	0.19	0.0%	2.5%	0
aaa-0081-single-f9-r7-c6_S293_	b	1891398	1743706	8.9%	3.9%	18.2%	236	53.7%	41.0%	152	0.18	0.0%	4.1%	0.0752319
fucci-wt-negctrl-f8-r7-c7_S686_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r1-c1_S638_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r1-c2_S639_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r1-c3_S640_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r1-c4_S641_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r1-c5_S642_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r1-c6_S643_	a	3281234	2770048	30.4%	4.7%	5.2%	315	23.5%	47.0%	149	NA	0.0%	3.4%	0.0952473
fucci-wt-single-f8-r1-c7_S644_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r2-c1_S645_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r2-c2_S646_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r2-c3_S647_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r2-c4_S648_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r2-c5_S649_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r2-c6_S650_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r2-c7_S651_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r3-c1_S652_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r3-c2_S653_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r3-c3_S654_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r3-c4_S655_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r3-c5_S656_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r3-c6_S657_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r3-c7_S658_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r4-c1_S659_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r4-c2_S660_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r4-c3_S661_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r4-c4_S662_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r4-c5_S663_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r4-c6_S664_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r4-c7_S665_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r5-c1_S666_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r5-c2_S667_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r5-c3_S668_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r5-c4_S669_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r5-c5_S670_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r5-c6_S671_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r5-c7_S672_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r6-c1_S673_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r6-c2_S674_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r6-c3_S675_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r6-c4_S676_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r6-c5_S677_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r6-c6_S678_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r6-c7_S679_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r7-c1_S680_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r7-c2_S681_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r7-c3_S682_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r7-c4_S683_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r7-c5_S684_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fucci-wt-single-f8-r7-c6_S685_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-negctrl-f13-r7-c7_S490_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-negctrl-f14-r7-c7_S539_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-negctrl-f15-r7-c7_S588_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f13-r1-c1_S442_	b	330815	302182	2.7%	0.7%	12.7%	47	48.3%	40.0%	151	0.2	0.0%	0.4%	0
na12878-single-f13-r1-c2_S443_	g	319809	288788	2.7%	0.7%	1.9%	48	43.3%	39.0%	152	0.2	0.0%	0.6%	0
na12878-single-f13-r1-c3_S444_	g	247952	223380	2.2%	0.5%	1.7%	37	54.5%	40.0%	150	0.21	0.0%	0.5%	0
na12878-single-f13-r1-c4_S445_	a	326330	293994	2.6%	0.7%	2.2%	50	44.7%	40.0%	152	0.2	0.0%	0.9%	0
na12878-single-f13-r1-c5_S446_	g	251563	225546	2.5%	0.5%	1.7%	38	37.9%	40.0%	151	0.21	0.0%	0.6%	0
na12878-single-f13-r1-c6_S447_	a	276758	252066	2.7%	0.6%	3.2%	44	45.0%	39.0%	152	0.21	0.0%	0.4%	0
na12878-single-f13-r1-c7_S448_	a	279124	252948	2.4%	0.6%	4.2%	42	54.8%	39.0%	152	0.2	0.0%	0.4%	0
na12878-single-f13-r2-c1_S449_	a	247184	221876	2.2%	0.5%	2.1%	38	41.9%	40.0%	150	0.21	0.0%	0.3%	0
na12878-single-f13-r2-c2_S450_	b	108169	96734	1.9%	0.2%	7.4%	15	26.9%	40.0%	150	NA	0.0%	0.1%	0
na12878-single-f13-r2-c3_S451_	g	228653	204976	2.1%	0.5%	1.5%	34	45.7%	41.0%	151	NA	0.0%	0.4%	0
na12878-single-f13-r2-c4_S452_	b	203038	186292	2.1%	0.4%	20.8%	29	51.6%	41.0%	153	0.22	0.0%	0.2%	0
na12878-single-f13-r2-c5_S453_	b	231681	208642	2.3%	0.5%	3.2%	35	46.9%	42.0%	152	0.21	0.0%	0.8%	0
