Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
aaa-0042-single-f5-r6-c5_S89_	b	519606	472888	5.2%	1.1%	3.5%	75	32.5%	40.0%	153	0.21	0.0%	0.6%	0.140927
aaa-0042-single-f5-r6-c6_S90_	b	167872	152502	2.1%	0.4%	5.1%	26	36.1%	43.0%	152	NA	0.0%	0.5%	0
aaa-0042-single-f5-r6-c7_S91_	g	784576	714866	4.1%	1.7%	1.8%	120	48.7%	40.0%	151	0.18	0.0%	1.2%	0
aaa-0042-single-f5-r7-c1_S92_	b	909321	819966	4.6%	1.9%	2.9%	142	40.0%	44.0%	149	0.18	0.0%	2.4%	0
aaa-0042-single-f5-r7-c2_S93_	b	579243	531588	5.0%	1.2%	3.4%	93	43.5%	41.0%	152	0.2	0.0%	1.4%	0
aaa-0042-single-f5-r7-c3_S94_	b	508559	464406	3.1%	1.1%	4.5%	77	44.4%	41.0%	152	0.19	0.0%	0.8%	0
aaa-0042-single-f5-r7-c4_S95_	p	818295	740440	5.3%	1.7%	10.3%	127	49.2%	41.0%	151	0.19	0.0%	1.8%	0
aaa-0042-single-f5-r7-c5_S96_	a	723011	651144	3.6%	1.5%	2.3%	109	41.0%	41.0%	152	NA	0.0%	1.3%	0.101477
aaa-0042-single-f5-r7-c6_S97_	g	878758	801486	5.4%	1.8%	11.2%	128	55.1%	41.0%	154	0.19	0.0%	1.5%	0
aaa-0042-single-f6-r1-c1_S99_	a	280345	253472	2.3%	0.6%	2.8%	43	43.9%	41.0%	152	0.2	0.0%	0.6%	0
aaa-0042-single-f6-r1-c2_S100_	b	347981	311036	3.4%	0.7%	7.7%	49	41.0%	41.0%	150	0.21	0.0%	1.2%	0
aaa-0042-single-f6-r1-c3_S101_	b	327423	297004	2.5%	0.7%	2.5%	52	54.3%	42.0%	153	NA	0.0%	0.4%	0
aaa-0042-single-f6-r1-c4_S102_	g	355969	321110	2.7%	0.8%	1.4%	54	45.0%	40.0%	152	0.2	0.0%	0.6%	0
aaa-0042-single-f6-r1-c5_S103_	b	321098	291966	2.4%	0.7%	19.5%	44	52.9%	41.0%	152	0.2	0.0%	0.9%	0
aaa-0042-single-f6-r1-c6_S104_	b	313008	283920	2.9%	0.7%	5.6%	49	51.1%	45.0%	152	0.21	0.0%	0.9%	0
aaa-0042-single-f6-r1-c7_S105_	b	281857	255372	3.7%	0.6%	5.3%	42	34.4%	41.0%	151	0.24	0.0%	0.5%	0
aaa-0042-single-f6-r2-c1_S106_	p	312426	280290	2.1%	0.7%	9.2%	46	33.3%	40.0%	153	NA	0.0%	0.2%	0
aaa-0042-single-f6-r2-c2_S107_	p	128882	116752	1.7%	0.3%	7.9%	19	60.7%	41.0%	154	NA	0.0%	0.2%	0
aaa-0042-single-f6-r2-c3_S108_	b	204812	182628	1.7%	0.4%	16.2%	28	51.5%	41.0%	152	NA	0.0%	0.1%	0.359716
aaa-0042-single-f6-r2-c4_S109_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0042-single-f6-r2-c5_S110_	b	244621	219892	2.1%	0.5%	6.6%	37	42.5%	41.0%	151	0.21	0.0%	0.4%	0
aaa-0042-single-f6-r2-c6_S111_	b	290114	263464	4.1%	0.6%	4.7%	45	35.1%	41.0%	152	0.25	0.0%	0.1%	0
aaa-0042-single-f6-r2-c7_S112_	b	263296	239414	2.2%	0.6%	5.1%	39	45.7%	41.0%	151	0.2	0.0%	0.9%	0.275379
aaa-0042-single-f6-r3-c1_S113_	p	185789	168186	1.9%	0.4%	2.7%	28	42.9%	40.0%	152	NA	0.0%	0.4%	0
aaa-0042-single-f6-r3-c2_S114_	b	175653	159456	1.7%	0.4%	20.1%	25	61.5%	42.0%	150	0.21	0.0%	0.6%	0
aaa-0042-single-f6-r3-c3_S115_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0042-single-f6-r3-c4_S116_	a	167741	151864	1.7%	0.4%	6.2%	25	37.9%	41.0%	151	NA	0.0%	0.2%	0
aaa-0042-single-f6-r3-c5_S117_	p	39701	32750	4.5%	0.1%	6.3%	5	43.5%	50.0%	150	NA	0.0%	0.1%	0
aaa-0042-single-f6-r3-c6_S118_	b	340666	309076	2.8%	0.7%	10.6%	50	36.0%	40.0%	151	0.2	0.0%	1.2%	0.424945
aaa-0042-single-f6-r3-c7_S119_	a	179096	161420	1.8%	0.4%	2.3%	27	57.1%	40.0%	153	NA	0.0%	0.4%	0
aaa-0042-single-f6-r4-c1_S120_	p	215720	193752	1.7%	0.5%	13.2%	31	48.6%	40.0%	152	NA	0.0%	0.8%	0
aaa-0042-single-f6-r4-c2_S121_	b	196685	178812	2.9%	0.4%	4.6%	31	32.3%	39.0%	154	0.26	0.0%	0.5%	0
aaa-0042-single-f6-r4-c3_S122_	p	186206	169072	1.7%	0.4%	7.1%	28	56.3%	42.0%	149	0.22	0.0%	0.2%	0
aaa-0042-single-f6-r4-c4_S123_	b	305903	276216	3.1%	0.7%	4.4%	46	32.5%	41.0%	152	0.21	0.0%	0.9%	0
aaa-0042-single-f6-r4-c5_S124_	g	291121	266346	2.3%	0.6%	1.9%	45	56.8%	40.0%	152	0.19	0.0%	0.5%	0
aaa-0042-single-f6-r4-c6_S125_	p	227167	206596	1.5%	0.5%	8.5%	35	43.2%	41.0%	153	0.19	0.0%	0.4%	0.320316
aaa-0042-single-f6-r4-c7_S126_	a	136121	123596	1.6%	0.3%	2.3%	21	43.3%	41.0%	153	NA	0.0%	0.1%	0
aaa-0042-single-f6-r5-c1_S127_	p	8150	7454	1.2%	0.0%	0.0%	1	8.3%	40.0%	149	>=2	0.0%	0.1%	0
aaa-0042-single-f6-r5-c2_S128_	b	274033	249544	2.8%	0.6%	9.3%	40	37.1%	41.0%	151	NA	0.0%	0.6%	0
aaa-0042-single-f6-r5-c3_S129_	b	283642	257660	2.3%	0.6%	16.2%	39	58.1%	42.0%	151	0.2	0.0%	0.8%	0
aaa-0042-single-f6-r5-c4_S130_	p	19642	13524	3.7%	0.0%	0.0%	2	50.0%	50.0%	98	NA	0.0%	0.0%	0
aaa-0042-single-f6-r5-c5_S131_	b	211796	193056	2.5%	0.5%	5.4%	29	28.9%	41.0%	154	0.23	0.0%	0.2%	0
aaa-0042-single-f6-r5-c6_S132_	p	144733	130766	1.5%	0.3%	7.8%	22	50.0%	40.0%	153	NA	0.0%	0.2%	0
aaa-0042-single-f6-r5-c7_S133_	b	217973	198714	2.6%	0.5%	5.2%	30	33.3%	42.0%	151	0.23	0.0%	0.2%	0
aaa-0042-single-f6-r6-c1_S134_	b	212080	192852	1.8%	0.5%	5.7%	32	53.3%	41.0%	151	0.2	0.0%	0.3%	0
aaa-0042-single-f6-r6-c2_S135_	b	226015	205636	2.1%	0.5%	12.6%	33	45.2%	41.0%	153	0.21	0.0%	1.0%	0
aaa-0042-single-f6-r6-c3_S136_	g	187856	171216	1.9%	0.4%	1.7%	29	53.6%	40.0%	151	0.21	0.0%	0.5%	0
aaa-0042-single-f6-r6-c4_S137_	b	75177	69190	1.7%	0.2%	2.2%	12	34.6%	39.0%	154	0.29	0.0%	0.1%	0
aaa-0042-single-f6-r6-c5_S138_	p	226003	203206	1.6%	0.5%	14.6%	35	51.1%	43.0%	151	0.19	0.0%	0.4%	0.325182
aaa-0042-single-f6-r6-c6_S139_	p	43189	39418	1.5%	0.1%	8.4%	6	25.0%	40.0%	152	NA	0.0%	0.0%	0
aaa-0042-single-f6-r6-c7_S140_	g	250298	227560	2.5%	0.5%	1.1%	39	54.1%	40.0%	155	NA	0.0%	0.4%	0
aaa-0042-single-f6-r7-c1_S141_	p	101048	90886	1.8%	0.2%	7.0%	15	57.1%	40.0%	152	0.29	0.0%	0.4%	0
aaa-0042-single-f6-r7-c2_S142_	b	132541	119776	3.0%	0.3%	6.8%	16	30.0%	42.0%	152	NA	0.0%	0.7%	0
aaa-0042-single-f6-r7-c3_S143_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0042-single-f6-r7-c4_S144_	p	351302	317292	2.0%	0.8%	10.9%	54	48.7%	42.0%	152	0.19	0.0%	0.3%	0.417876
aaa-0042-single-f6-r7-c5_S145_	b	232636	210182	2.0%	0.5%	3.5%	35	47.5%	41.0%	150	0.2	0.0%	0.3%	0
aaa-0042-single-f6-r7-c6_S146_	g	297659	267142	2.0%	0.6%	2.0%	45	55.9%	43.0%	150	0.19	0.0%	0.5%	0
aaa-0042-single-f7-r1-c1_S148_	p	741712	681518	6.9%	1.5%	5.7%	103	42.1%	40.0%	154	0.21	0.0%	0.8%	0
aaa-0042-single-f7-r1-c2_S149_	b	861390	772076	3.6%	1.8%	16.8%	134	50.0%	43.0%	151	0.18	0.0%	1.4%	0
aaa-0042-single-f7-r1-c3_S150_	b	484445	442442	4.8%	1.0%	9.5%	71	38.3%	43.0%	151	0.21	0.0%	1.1%	0
aaa-0042-single-f7-r1-c4_S151_	b	600292	547396	5.4%	1.3%	10.7%	83	37.8%	41.0%	152	0.21	0.0%	1.8%	0.120374
aaa-0042-single-f7-r1-c5_S152_	g	695663	625132	3.9%	1.5%	1.9%	104	48.9%	41.0%	151	0.19	0.0%	1.0%	0
aaa-0042-single-f7-r1-c6_S153_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0042-single-f7-r1-c7_S154_	b	641895	582710	4.1%	1.4%	16.4%	87	57.1%	42.0%	150	NA	0.0%	1.4%	0
aaa-0042-single-f7-r2-c1_S155_	a	589824	526874	3.6%	1.2%	2.6%	88	50.0%	41.0%	152	0.19	0.0%	1.1%	0
aaa-0042-single-f7-r2-c2_S156_	b	159444	145126	1.6%	0.3%	3.4%	24	38.7%	42.0%	154	NA	0.0%	0.4%	0
aaa-0042-single-f7-r2-c3_S157_	b	638766	570058	3.5%	1.3%	6.3%	98	47.4%	41.0%	149	0.19	0.0%	0.9%	0
aaa-0042-single-f7-r2-c4_S158_	b	556460	508870	3.7%	1.2%	9.7%	80	68.8%	43.0%	151	0.19	0.0%	0.7%	0.129485
aaa-0042-single-f7-r2-c5_S159_	g	618637	557362	3.7%	1.3%	1.4%	94	52.2%	41.0%	151	0.19	0.0%	1.1%	0
aaa-0042-single-f7-r2-c6_S160_	g	750185	677004	4.2%	1.6%	1.6%	112	42.0%	42.0%	150	0.19	0.0%	1.4%	0
aaa-0042-single-f7-r2-c7_S161_	b	526138	482190	4.4%	1.1%	3.7%	78	42.6%	43.0%	151	0.2	0.0%	1.8%	0
aaa-0042-single-f7-r3-c1_S162_	a	315087	284774	2.5%	0.7%	2.3%	47	55.9%	41.0%	153	NA	0.0%	0.6%	0
aaa-0042-single-f7-r3-c2_S163_	a	417692	378318	2.9%	0.9%	2.0%	64	38.9%	41.0%	153	NA	0.0%	0.8%	0
aaa-0042-single-f7-r3-c3_S164_	b	74314	68788	1.7%	0.2%	23.2%	10	53.3%	42.0%	150	NA	0.0%	0.1%	0
aaa-0042-single-f7-r3-c4_S165_	a	289518	263628	2.6%	0.6%	2.7%	44	42.1%	42.0%	152	0.2	0.0%	0.5%	0.251111
aaa-0042-single-f7-r3-c5_S166_	b	935972	858482	5.2%	2.0%	23.8%	125	53.1%	42.0%	151	0.19	0.0%	1.8%	0
aaa-0042-single-f7-r3-c6_S167_	p	596427	541838	2.9%	1.3%	8.9%	89	43.2%	41.0%	152	0.18	0.0%	1.4%	0.121595
aaa-0042-single-f7-r3-c7_S168_	b	277558	251118	3.5%	0.6%	9.2%	39	29.8%	41.0%	151	0.24	0.0%	0.6%	0
aaa-0042-single-f7-r4-c1_S169_	p	452915	408740	2.4%	1.0%	7.9%	69	46.3%	40.0%	151	0.18	0.0%	0.5%	0.324051
aaa-0042-single-f7-r4-c2_S170_	b	363164	334012	3.0%	0.8%	6.8%	60	40.4%	43.0%	152	NA	0.0%	1.2%	0
aaa-0042-single-f7-r4-c3_S171_	b	319932	293820	3.3%	0.7%	6.5%	45	27.8%	42.0%	151	NA	0.0%	0.0%	0
aaa-0042-single-f7-r4-c4_S172_	p	634130	572372	3.5%	1.3%	8.9%	95	55.0%	42.0%	151	0.18	0.0%	0.8%	0
aaa-0042-single-f7-r4-c5_S173_	b	663081	611728	3.1%	1.4%	8.2%	105	39.6%	41.0%	151	0.18	0.0%	1.5%	0
aaa-0042-single-f7-r4-c6_S174_	b	337845	308406	4.2%	0.7%	5.4%	48	40.9%	41.0%	154	0.23	0.0%	0.3%	0
aaa-0042-single-f7-r4-c7_S175_	b	164271	150916	2.3%	0.4%	9.6%	24	33.3%	41.0%	152	0.25	0.0%	0.2%	0
aaa-0042-single-f7-r5-c1_S176_	p	28149	25908	1.2%	0.1%	7.0%	4	44.4%	42.0%	149	>=2	0.0%	0.0%	0
aaa-0042-single-f7-r5-c2_S177_	b	297619	269882	2.3%	0.6%	4.4%	48	50.0%	41.0%	151	0.2	0.0%	0.9%	0
aaa-0042-single-f7-r5-c3_S178_	b	820219	742264	3.7%	1.7%	10.5%	122	44.8%	42.0%	152	0.18	0.0%	1.6%	0
aaa-0042-single-f7-r5-c4_S179_	b	780549	705924	4.4%	1.6%	9.1%	113	42.0%	40.0%	151	0.19	0.0%	1.2%	0
aaa-0042-single-f7-r5-c5_S180_	a	191744	171194	1.8%	0.4%	3.7%	29	36.4%	41.0%	150	0.21	0.0%	0.4%	0
aaa-0042-single-f7-r5-c6_S181_	a	273938	247644	2.1%	0.6%	2.9%	42	37.8%	41.0%	151	0.2	0.0%	0.6%	0
aaa-0042-single-f7-r5-c7_S182_	b	345887	315936	3.0%	0.7%	8.6%	52	40.5%	41.0%	153	0.2	0.0%	0.4%	0
aaa-0042-single-f7-r6-c1_S183_	p	672651	612866	3.4%	1.4%	10.0%	107	50.9%	41.0%	152	0.18	0.0%	1.6%	0
aaa-0042-single-f7-r6-c2_S184_	b	529485	482652	3.6%	1.1%	12.2%	77	42.3%	45.0%	151	0.19	0.0%	1.4%	0
aaa-0042-single-f7-r6-c3_S185_	b	780293	723056	6.5%	1.6%	6.6%	109	43.5%	41.0%	152	0.2	0.0%	1.6%	0
aaa-0042-single-f7-r6-c4_S186_	b	277222	253454	2.4%	0.6%	16.9%	38	60.7%	43.0%	150	0.2	0.0%	0.6%	0
aaa-0042-single-f7-r6-c5_S187_	p	496574	445182	2.1%	1.1%	14.4%	75	40.4%	42.0%	151	0.18	0.0%	1.2%	0
aaa-0042-single-f7-r6-c6_S188_	p	111936	101686	1.5%	0.2%	18.9%	17	30.6%	41.0%	148	NA	0.0%	0.1%	0
aaa-0042-single-f7-r6-c7_S189_	b	396920	365154	4.2%	0.9%	6.1%	57	40.0%	40.0%	153	NA	0.0%	0.8%	0
aaa-0042-single-f7-r7-c1_S190_	g	555726	500866	3.4%	1.2%	2.0%	84	43.8%	41.0%	151	0.19	0.0%	1.1%	0
aaa-0042-single-f7-r7-c2_S191_	g	534195	488900	3.5%	1.1%	1.3%	82	48.8%	41.0%	151	0.19	0.0%	1.0%	0
aaa-0042-single-f7-r7-c3_S192_	a	306460	278550	2.4%	0.7%	5.1%	47	64.7%	44.0%	153	NA	0.0%	0.2%	0
aaa-0042-single-f7-r7-c4_S193_	g	710380	639200	4.3%	1.5%	1.8%	106	50.0%	42.0%	152	0.19	0.0%	1.2%	0
aaa-0042-single-f7-r7-c5_S194_	g	445780	402862	3.6%	0.9%	8.7%	63	45.0%	43.0%	154	NA	0.0%	0.5%	0
aaa-0042-single-f7-r7-c6_S195_	b	703492	644348	4.2%	1.5%	12.8%	98	63.0%	41.0%	151	NA	0.0%	1.9%	0
aaa-0063-fdu-negctrl-f4-r7-c7_S49_	p	17263	8058	0.8%	0.0%	0.0%	1	41.7%	42.0%	151	NA	0.0%	0.0%	0
aaa-0063-fdu-negctrl-f8-r7-c7_S245_	p	9533	7170	0.9%	0.0%	0.0%	1	83.3%	40.0%	148	NA	0.0%	0.0%	0
aaa-0063-fdu-single-f4-r1-c1_S1_	a	527749	476636	3.1%	1.1%	4.2%	81	38.5%	40.0%	152	0.19	0.0%	0.9%	0
aaa-0063-fdu-single-f4-r1-c2_S2_	a	568675	508124	3.1%	1.2%	6.6%	86	46.5%	40.0%	151	NA	0.0%	1.2%	0.127384
aaa-0063-fdu-single-f4-r1-c3_S3_	a	456780	408768	2.9%	1.0%	4.2%	69	40.0%	40.0%	153	0.19	0.0%	1.3%	0
aaa-0063-fdu-single-f4-r1-c4_S4_	a	564332	504002	3.2%	1.2%	3.9%	86	56.4%	40.0%	151	0.19	0.0%	0.8%	0
aaa-0063-fdu-single-f4-r1-c5_S5_	g	459943	409902	2.9%	1.0%	1.2%	71	53.2%	41.0%	152	NA	0.0%	0.9%	0
aaa-0063-fdu-single-f4-r1-c6_S6_	g	516294	459754	3.2%	1.1%	0.9%	79	47.5%	41.0%	151	0.19	0.0%	1.1%	0
aaa-0063-fdu-single-f4-r1-c7_S7_	b	476930	428046	3.4%	1.0%	1.2%	75	44.2%	41.0%	152	NA	0.0%	1.2%	0
aaa-0063-fdu-single-f4-r2-c1_S8_	p	481787	429218	2.6%	1.0%	7.0%	73	43.8%	41.0%	152	0.19	0.0%	0.8%	0
aaa-0063-fdu-single-f4-r2-c2_S9_	g	275553	243258	2.1%	0.6%	1.3%	41	30.3%	41.0%	153	0.2	0.0%	0.7%	0
aaa-0063-fdu-single-f4-r2-c3_S10_	g	466141	416054	3.0%	1.0%	1.4%	71	51.4%	42.0%	152	NA	0.0%	0.8%	0
aaa-0063-fdu-single-f4-r2-c4_S11_	p	26360	23966	1.5%	0.1%	26.1%	4	48.0%	42.0%	152	NA	0.0%	0.1%	0
aaa-0063-fdu-single-f4-r2-c5_S12_	g	472777	422606	2.9%	1.0%	0.8%	72	47.4%	41.0%	153	0.19	0.0%	0.9%	0
aaa-0063-fdu-single-f4-r2-c6_S13_	g	515635	463040	3.4%	1.1%	0.9%	78	54.8%	40.0%	155	0.19	0.0%	0.9%	0
aaa-0063-fdu-single-f4-r2-c7_S14_	b	351373	317736	2.6%	0.8%	1.4%	55	48.8%	41.0%	154	0.2	0.0%	0.9%	0
aaa-0063-fdu-single-f4-r3-c1_S15_	p	225480	203366	2.2%	0.5%	8.5%	34	44.1%	41.0%	152	0.22	0.0%	0.2%	0
aaa-0063-fdu-single-f4-r3-c2_S16_	b	311645	281596	2.4%	0.7%	4.9%	47	52.8%	41.0%	153	NA	0.0%	0.6%	0
aaa-0063-fdu-single-f4-r3-c3_S17_	a	33361	30384	1.4%	0.1%	3.7%	5	44.4%	41.0%	150	NA	0.0%	0.1%	0
aaa-0063-fdu-single-f4-r3-c4_S18_	a	305711	277630	2.5%	0.7%	1.3%	47	38.9%	41.0%	153	NA	0.0%	0.6%	0.232912
aaa-0063-fdu-single-f4-r3-c5_S19_	g	566751	513744	3.3%	1.2%	1.0%	88	42.9%	41.0%	150	NA	0.0%	0.8%	0
aaa-0063-fdu-single-f4-r3-c6_S20_	b	487229	441884	3.0%	1.0%	4.9%	74	42.9%	40.0%	151	NA	0.0%	1.1%	0
aaa-0063-fdu-single-f4-r3-c7_S21_	a	326963	296400	2.9%	0.7%	1.0%	52	41.9%	41.0%	158	0.2	0.0%	0.8%	0
aaa-0063-fdu-single-f4-r4-c1_S22_	a	308606	276948	2.4%	0.7%	1.4%	47	45.2%	41.0%	153	NA	0.0%	0.6%	0
aaa-0063-fdu-single-f4-r4-c2_S23_	a	287622	259478	2.4%	0.6%	3.0%	46	45.7%	41.0%	153	NA	0.0%	0.5%	0
aaa-0063-fdu-single-f4-r4-c3_S24_	g	332320	300690	2.5%	0.7%	1.1%	51	38.2%	41.0%	152	0.2	0.0%	0.7%	0
aaa-0063-fdu-single-f4-r4-c4_S25_	g	484593	431986	3.0%	1.0%	1.4%	73	54.1%	40.0%	152	0.19	0.0%	0.9%	0
aaa-0063-fdu-single-f4-r4-c5_S26_	g	423714	386628	2.9%	0.9%	0.9%	65	45.7%	40.0%	152	0.19	0.0%	0.5%	0
aaa-0063-fdu-single-f4-r4-c6_S27_	b	335800	307296	2.8%	0.7%	1.5%	54	44.4%	41.0%	153	NA	0.0%	1.0%	0.21069
aaa-0063-fdu-single-f4-r4-c7_S28_	b	260296	235666	2.3%	0.6%	2.5%	41	41.0%	42.0%	152	0.21	0.0%	0.9%	0
aaa-0063-fdu-single-f4-r5-c1_S29_	p	20447	18526	1.1%	0.0%	3.6%	3	20.0%	43.0%	152	NA	0.0%	0.0%	0
aaa-0063-fdu-single-f4-r5-c2_S30_	g	233915	210764	2.2%	0.5%	1.1%	35	48.5%	42.0%	152	0.21	0.0%	0.4%	0
aaa-0063-fdu-single-f4-r5-c3_S31_	a	467078	417724	3.1%	1.0%	2.2%	72	42.6%	41.0%	153	0.19	0.0%	0.9%	0
aaa-0063-fdu-single-f4-r5-c4_S32_	a	543404	489134	3.5%	1.1%	2.8%	84	45.2%	40.0%	154	0.19	0.0%	0.6%	0
