Library	Reads	Sequencing_for_0.05x_cov	Background	Reads_per_Mb	Quality	Mode_insert_size	Mode_GC	Percent_WC	Naive_coverage	Duplication_rate	complexity	coverage	spikiness	entropy
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well14_S455_.trimmed.mdup.bam	4158	2	0	0	shallow	171	43	50	0	42.6	6479.4806309721	9.82679676676646e-05	1.41364785172704	6.7861281681807
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well15_S456_.trimmed.mdup.bam	1076	2	20	0	shallow	177	48	47.8	0	40	1705.03301006696	2.53245358257283e-05	1.78056426332288	5.67827609581808
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well2_S443_.trimmed.mdup.bam	6988	2	0	1	poor	158	41	65.2	0	20.4	33157.1469122175	0.000168358993314804	1.04190751445087	7.36805751263888
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well21_S462_.trimmed.mdup.bam	1632	2	0	0	shallow	172	48	43.5	0	46.2	1945.90521443874	3.86553010242273e-05	1.74133949191686	5.93904830796533
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well22_S463_.trimmed.mdup.bam	1998	2	0	0	shallow	195	47	47.8	0	36	3878.94142577653	4.71192635087076e-05	1.66614173228346	6.28182920374229
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well28_S469_.trimmed.mdup.bam	866	2	33.3	0	shallow	181	50	34.8	0	31.2	1873.21887594898	2.06095980799647e-05	1.72203389830508	5.62118511547311
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well29_S470_.trimmed.mdup.bam	530	2	20	0	shallow	161	53	43.5	0	18.9	2489.57714489869	1.2569821327711e-05	1.80188679245283	5.31735152860258
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well3_S444_.trimmed.mdup.bam	3470	2	0	0	shallow	154	38	65.2	0	0.9	579191.887435333	8.38382052362062e-05	1.28671328671329	7.05547613656034
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well35_S476_.trimmed.mdup.bam	1422	2	0	0	shallow	174	51	65.2	0	32.9	3395.3374193606	3.3447530694915e-05	1.69426751592357	6.0301285583247
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well36_S477_.trimmed.mdup.bam	5948	2	0	1	poor	152	38	56.5	0	1.1	628298.951591062	0.000143710564213419	1.03749147920927	7.38574329585642
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well4_S445_.trimmed.mdup.bam	1202	2	0	0	shallow	157	47	69.6	0	20.6	5624.89721442084	2.84696625563514e-05	1.72457627118644	6.02774815531167
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well42_S483_.trimmed.mdup.bam	5924	2	0	1	poor	156	43	52.2	0	17.8	36590.4116015412	0.0001415783023457	1.13435303844564	7.26754490077788
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well43_S484_.trimmed.mdup.bam	3372	2	50	0	shallow	154	50	54.2	0	31	8655.03727433617	8.01701319731054e-05	1.47145328719723	6.8002273483823
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well44_S485_.trimmed.mdup.bam	1530	2	0	0	shallow	163	49	52.2	0	39.3	2642.93419011623	3.58239422130909e-05	1.70562770562771	6.01701039260205
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well45_S486_.trimmed.mdup.bam	1314	2	0	0	shallow	170	44	34.8	0	40	2036.0284058866	3.1111594914547e-05	1.75447570332481	5.86100403318905
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well46_S487_.trimmed.mdup.bam	6112	2	0	0	poor	158	50	78.3	0	26.8	20386.3039642285	0.000145748598563521	1.15529622980251	7.22476268195006
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well47_S488_.trimmed.mdup.bam	638	1.94	33.3	0	shallow	163	50	41.7	0	26.3	1830.78240468141	1.50828789367263e-05	1.81385281385281	5.40040879048786
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well48_S489_.trimmed.mdup.bam	7082	2	0	1	poor	149	37	73.9	0	14.5	52161.3240284047	0.00016937995332527	1.05765407554672	7.36564109974618
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well49_S490_.trimmed.mdup.bam	22062	2	40.6	3	poor	153	41	68	0	4.9	540256.824731169	0.000531653025583161	0.590543644716692	7.7847207306715
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well5_S446_.trimmed.mdup.bam	31210	0.61	37.9	5	poor	154	40	81.5	0.1	4.8	824029.260993212	0.000753201347854244	0.519237270944621	7.82278707501395
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well6_S447_.trimmed.mdup.bam	29298	2	27.5	4	poor	154	38	70.4	0.1	5.1	741726.294353587	0.000707471859278908	0.514766409127013	7.82568835632417
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well7_S448_.trimmed.mdup.bam	9140	2	50	1	poor	168	40	70.8	0	17.2	59589.2820244049	0.000219394365407899	0.909259750596975	7.49423427838828
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well8_S449_.trimmed.mdup.bam	5054	2	0	0	poor	152	46	73.9	0	31.9	12645.7710886484	0.000120760173264549	1.28271028037383	7.03924357122582
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well9_S450_.trimmed.mdup.bam	1908	2	33.3	0	shallow	164	41	60.9	0	46.4	2445.69375705755	4.48820885285907e-05	1.66863905325444	6.07740037242365
zeid_RECQ5_UV300s_hoechst3_cluster15_well10_S500_.trimmed.mdup.bam	1064380	0.19	7.2	158	poor	149	41	36.5	2.4	7.4	13586498.4209761	0.0256277389300353	0.122806481260712	7.83385211506682
zeid_RECQ5_UV300s_hoechst3_cluster15_well11_S501_.trimmed.mdup.bam	3296	2	0	0	shallow	149	42	65.2	0	3.8	100168.56726216	7.93282366267016e-05	1.29549778059607	7.01552982214166
zeid_RECQ5_UV300s_hoechst3_cluster15_well12_S502_.trimmed.mdup.bam	1004878	0.19	17.3	153	poor	151	40	58	2.2	6.9	13865489.3891035	0.0242197091151069	0.143688707735301	7.92068262563904
zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_.trimmed.mdup.bam	1159890	2	9.6	177	good	149	40	46.7	2.5	8.3	13160453.2431004	0.0279636423298131	0.121536621349845	7.92253942376562
zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_.trimmed.mdup.bam	458004	0.19	10.5	73	good	149	43	64.7	1.1	3.2	14267046.0455799	0.0110584909537788	0.166535913330945	7.92143799434395
zeid_RECQ5_UV300s_hoechst3_cluster15_well17_S507_.trimmed.mdup.bam	335536	0.2	10.2	52	poor	153	41	48.8	0.8	3.2	10601225.9628105	0.00811521996566264	0.211944155908394	7.91368630558793
zeid_RECQ5_UV300s_hoechst3_cluster15_well18_S508_.trimmed.mdup.bam	382092	2	15.3	58	poor	150	39	57.1	0.9	4.2	9075282.63098756	0.00922118841589617	0.217487657707076	7.91076278705675
zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_.trimmed.mdup.bam	1262762	0.19	13.7	192	good	149	41	54	2.8	8.6	13829880.5833039	0.0304152328357816	0.121079453283792	7.92544731632071
zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_.trimmed.mdup.bam	857508	0.2	6	131	good	153	39	50	1.9	7.5	10705287.2921643	0.0207163054008682	0.138708494086396	7.91210410642392
zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam	349536	0.2	5.1	56	good	150	41	53.2	0.8	2.9	12098387.4462042	0.00843038316478299	0.178198193933225	7.92158806580885
zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam	761276	2	10	118	good	151	41	44.9	1.7	5.8	12497554.3970358	0.0183181639161898	0.135791888281112	7.92719128368783
zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam	1234952	0.19	7.2	186	good	151	39	53.8	2.7	9.2	12482700.4446078	0.029770388276098	0.121635961812049	7.92441107410004
zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam	701866	0.19	10.6	110	good	150	40	52.1	1.6	5.1	13219896.4003077	0.0169136150147129	0.140523181304184	7.92657999206278
zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam	521150	0.21	8.5	80	good	151	40	56.1	1.2	4.9	10299208.9200503	0.0125614661640097	0.153869839842152	7.91811590663605
zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam	438986	2	9.5	70	good	150	41	45.2	1	3.8	11533390.175159	0.0105791105626421	0.160815558164852	7.92342409319661
zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam	888240	0.2	7.2	135	good	154	38	44	2	7.3	11507276.0520098	0.0214910077844519	0.133047754109466	7.90380088177767
zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam	1361648	0.19	5.2	207	good	152	39	36.7	3	9.6	12964622.5323786	0.032907723589096	0.116493466238152	7.92638598588099
zeid_RECQ5_UV300s_hoechst3_cluster15_well33_S523_.trimmed.mdup.bam	530	2	50	0	shallow	155	42	34.8	0	0.8	64280.619867132	1.24257277011149e-05	1.83524904214559	5.511405680843
zeid_RECQ5_UV300s_hoechst3_cluster15_well34_S524_.trimmed.mdup.bam	172	2	33.3	0	shallow	151	41	17.4	0	1.2	17433.9646919713	4.15831539942977e-06	2	4.42634191106538
zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam	739224	0.21	9.6	114	good	149	40	34	1.6	7.4	9508065.79935085	0.0178058430744014	0.143340847861584	7.92325066867138
zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam	976904	0.19	9.9	151	good	150	41	53.3	2.2	6.8	13770676.9796286	0.0235248786382601	0.125081573980987	7.92739487546501
zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam	527404	0.2	16.9	81	poor	151	40	61.5	1.2	4.8	11005609.7800822	0.0127185353407293	0.188607346925719	7.92001986183468
zeid_RECQ5_UV300s_hoechst3_cluster15_well40_S530_.trimmed.mdup.bam	512	2	50	0	shallow	147	45	52.2	0	7	6708.19004436685	1.22456916193455e-05	1.86497890295359	5.38396153691807
zeid_RECQ5_UV300s_hoechst3_cluster15_well41_S531_.trimmed.mdup.bam	122610	0.32	14.8	19	poor	149	40	51.6	0.3	2.6	4703780.47949616	0.00295920741941179	0.291264746412127	7.89540789365591
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well1_S491_.trimmed.mdup.bam	678	2	0	0	shallow	149	48	34.8	0	19.8	3018.13830590326	1.59707547212798e-05	1.82962962962963	5.54000534375362
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well14_S504_.trimmed.mdup.bam	278	2	25	0	shallow	173	50	60.9	0	7.9	5380.05191110742	6.55901236029041e-06	1.92063492063492	4.81427723455275
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well15_S505_.trimmed.mdup.bam	22	2	50	0	shallow	83	42	0	0	0	NA	5.34603544966404e-07	2	2.39789527279837
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well2_S492_.trimmed.mdup.bam	1150	2	0	0	shallow	161	50	69.6	0	20.3	5165.70120865296	2.7322418243925e-05	1.75492341356674	5.99195438910934
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well21_S511_.trimmed.mdup.bam	330	2	25	0	shallow	179	50	43.5	0	16.4	2074.31864523977	7.56637252285279e-06	1.85401459854015	4.88962411500068
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well22_S512_.trimmed.mdup.bam	68	2	44.4	0	shallow	132	30	21.1	0	5.9	648.922633680896	1.65238152026866e-06	1.93548387096774	3.43398720448515
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well28_S518_.trimmed.mdup.bam	88	2	40	0	shallow	179	38	22.7	0	0	NA	2.09146232400848e-06	2	3.75268294389281
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well29_S519_.trimmed.mdup.bam	144	2	40	0	shallow	166	53	23.8	0	2.8	4634.78447223863	3.49257046396586e-06	1.91428571428571	4.2286910368905
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well3_S493_.trimmed.mdup.bam	4238	2	0	0	shallow	58	52	91.3	0	18.5	19485.623570565	9.51338503377253e-05	1.29362214199759	6.95109590320063
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well35_S525_.trimmed.mdup.bam	494	2	33.3	0	shallow	171	50	52.2	0	23.1	1676.90494648774	1.17486495590648e-05	1.83157894736842	5.21783892771586
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well36_S526_.trimmed.mdup.bam	1618	2	0	0	shallow	148	52	66.7	0	9	17675.5041531871	3.87155289220855e-05	1.63983628922237	6.40869646582256
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well4_S494_.trimmed.mdup.bam	6900	2	0	1	poor	152	39	60.9	0	6.9	107428.806017435	0.000165986143661556	1.00876095118899	7.4103719708596
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well42_S532_.trimmed.mdup.bam	18	2	50	0	shallow	90	26	12.5	0	0	NA	4.40699833252135e-07	2	2.19722457733622
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well43_S533_.trimmed.mdup.bam	1140	2	25	0	shallow	153	47	58.3	0	23.3	4018.1107185493	2.71378488795211e-05	1.74252873563218	5.92790593740624
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well44_S534_.trimmed.mdup.bam	532	2	0	0	shallow	156	49	26.1	0	19.9	2121.58581334866	1.26870390644026e-05	1.88625592417062	5.30586732528726
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well45_S535_.trimmed.mdup.bam	428	2	0	0	shallow	179	48	30.4	0	15.9	2541.64624251946	1.02312951001232e-05	1.87777777777778	5.15444867419244
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well46_S536_.trimmed.mdup.bam	2234	2	50	0	shallow	153	49	62.5	0	13.2	17112.1472699142	5.35856673808935e-05	1.51351351351351	6.64021184420913
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well47_S537_.trimmed.mdup.bam	4	2	50	0	shallow	149	33	0	0	0	NA	9.74655766413613e-08	2	0.693147180559945
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well48_S538_.trimmed.mdup.bam	1350	2	0	0	shallow	148	46	39.1	0	21.9	4687.51375209483	3.22332585606788e-05	1.69142857142857	6.14522026606438
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well49_S539_.trimmed.mdup.bam	2940	2	50	0	shallow	151	40	58.3	0	5.6	48649.9880334365	7.07046378323071e-05	1.3952139231327	6.90857463670742
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well5_S495_.trimmed.mdup.bam	5318	2	0	1	poor	147	43	60.9	0	4.5	128592.162371221	0.000127978778248157	1.04547251878213	7.32009650524726
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well6_S496_.trimmed.mdup.bam	5238	2	50	1	poor	151	43	62.5	0	9.9	56071.0399652401	0.000125392540505185	1.11792252022137	7.25668218807292
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well7_S497_.trimmed.mdup.bam	1480	2	0	0	shallow	150	44	34.8	0	12.3	12923.1936187021	3.53385571652989e-05	1.61609907120743	6.32888173612922
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well8_S498_.trimmed.mdup.bam	944	2	33.3	0	shallow	149	42	47.8	0	3.8	27792.4749882596	2.26168708693328e-05	1.74666666666667	5.9759641212788
zeid_RECQ5_UV300s_hoechst3_negativecontrol_cluster15_well9_S499_.trimmed.mdup.bam	462	2	33.3	0	shallow	165	44	40.9	0	16.5	3321.82740587779	1.07445274555271e-05	1.86096256684492	5.18662858387748
zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam	2132524	0.21	7.2	284	good	148	41	25.3	4.1	19.4	9057734.05205775	0.0512642313050319	0.109173504761838	7.92796399383912
zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam	1238534	0.23	10	173	poor	149	41	39.4	2.5	13.9	7918015.73850117	0.0297274467563429	0.143706341751732	7.92483222573658
zeid_WT_UV300s_hoechst3_cluster13_well12_S404_.trimmed.mdup.bam	2296	2	0	0	shallow	150	44	60.9	0	7.1	31020.7758139513	5.48841290497702e-05	1.48821866163996	6.70846580870757
zeid_WT_UV300s_hoechst3_cluster13_well13_S405_.trimmed.mdup.bam	3096	2	0	0	shallow	152	42	26.1	0	0.6	640307.98275228	7.47952777981221e-05	1.27629000653168	7.01045030344122
zeid_WT_UV300s_hoechst3_cluster13_well16_S408_.trimmed.mdup.bam	652386	0.35	9.9	92	poor	148	41	32.9	1.4	12.6	4644120.23531797	0.0156720165765619	0.171648314464167	7.92018438229789
zeid_WT_UV300s_hoechst3_cluster13_well17_S409_.trimmed.mdup.bam	126	2	21.4	0	shallow	152	46	26.3	0	0	NA	3.02596615851668e-06	2	4.1211300539928
zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam	1124318	0.23	8.9	160	good	148	42	22.6	2.3	13.4	7449489.95644587	0.026941262430465	0.13104098421526	7.92763880215391
zeid_WT_UV300s_hoechst3_cluster13_well19_S411_.trimmed.mdup.bam	1338440	0.25	17.7	163	poor	148	40	44.2	2.6	17.5	6647505.84471562	0.0322412766424356	0.206767779342877	7.90115892329608
zeid_WT_UV300s_hoechst3_cluster13_well20_S412_.trimmed.mdup.bam	1463206	0.21	9.3	206	poor	148	41	41	3	14.1	9162547.12753316	0.0350825367904575	0.131289587190137	7.92733157241361
zeid_WT_UV300s_hoechst3_cluster13_well23_S415_.trimmed.mdup.bam	820	2	0	0	shallow	164	50	45.8	0	12	6030.09349814743	1.95420100195442e-05	1.74373259052925	5.77082660424691
zeid_WT_UV300s_hoechst3_cluster13_well24_S416_.trimmed.mdup.bam	244968	0.27	6.8	38	good	148	41	8.1	0.6	4.1	5877962.7961457	0.00587108089200154	0.212807266631314	7.9180090528679
zeid_WT_UV300s_hoechst3_cluster13_well25_S417_.trimmed.mdup.bam	794	2	25	0	shallow	165	43	47.8	0	8.1	8357.05221932006	1.88574843417374e-05	1.74585635359116	5.80450340455459
zeid_WT_UV300s_hoechst3_cluster13_well26_S418_.trimmed.mdup.bam	654020	0.27	14.5	111	poor	148	43	26.8	1.4	10	6062367.49580358	0.0156183862239665	0.301565737418974	7.81062718643278
zeid_WT_UV300s_hoechst3_cluster13_well27_S419_.trimmed.mdup.bam	733194	0.29	9.4	106	good	147	41	29.2	1.5	12.1	5493941.15120478	0.0175220346484284	0.148604583804389	7.92482949258078
zeid_WT_UV300s_hoechst3_cluster13_well30_S422_.trimmed.mdup.bam	573792	0.24	31.5	79	poor	148	41	20.7	1.3	8	6881639.48550443	0.0138185535336991	0.239593842920615	7.89422848232071
zeid_WT_UV300s_hoechst3_cluster13_well31_S423_.trimmed.mdup.bam	1552	2	50	0	shallow	159	48	66.7	0	7.5	18927.7147240563	3.71845746152404e-05	1.6027972027972	6.38951531180503
zeid_WT_UV300s_hoechst3_cluster13_well32_S424_.trimmed.mdup.bam	2596	2	0	0	shallow	151	41	60.9	0	0.5	489234.757389616	6.22772654148052e-05	1.377812257564	6.88045258277136
zeid_WT_UV300s_hoechst3_cluster13_well33_S425_.trimmed.mdup.bam	1095528	0.61	8.9	138	poor	147	41	25.4	2	23.2	3720132.00949031	0.0262734762225919	0.142268862278305	7.92568825122199
zeid_WT_UV300s_hoechst3_cluster13_well34_S426_.trimmed.mdup.bam	282330	0.32	6.1	44	good	148	41	13.5	0.6	5.7	4724639.33954397	0.00676907658242474	0.190686174743523	7.92253932162328
zeid_WT_UV300s_hoechst3_cluster13_well37_S429_.trimmed.mdup.bam	838090	0.22	6.9	126	good	148	41	24.2	1.8	9.1	8549367.43939824	0.0200899342917261	0.136271636693302	7.92632319486117
zeid_WT_UV300s_hoechst3_cluster13_well38_S430_.trimmed.mdup.bam	440	2	0	0	shallow	151	47	30.4	0	0	NA	1.05521867494641e-05	1.84545454545455	5.34951818031673
zeid_WT_UV300s_hoechst3_cluster13_well39_S431_.trimmed.mdup.bam	222	2	0	0	shallow	139	48	31.8	0	0	NA	5.35834007395763e-06	1.89090909090909	4.65791553645492
zeid_WT_UV300s_hoechst3_cluster13_well40_S432_.trimmed.mdup.bam	426	2	16.7	0	shallow	156	45	8.7	0	1.4	61967.1869967421	9.87348957790162e-06	1.85645933014354	5.28927035297458
zeid_WT_UV300s_hoechst3_cluster13_well41_S433_.trimmed.mdup.bam	50428	2	32.2	8	poor	148	40	17.9	0.1	3.1	1635552.86779728	0.00120984538374366	0.431439362837671	7.85851772741934
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well1_S393_.trimmed.mdup.bam	1092	2	0	0	shallow	163	48	58.3	0	21.4	4053.43996858876	2.6127898269739e-05	1.77882352941176	5.95177075216883
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well14_S406_.trimmed.mdup.bam	888	2	50	0	shallow	179	46	39.1	0	32.4	2031.91207985737	2.10292505295567e-05	1.7037037037037	5.62662315159919
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well15_S407_.trimmed.mdup.bam	442	2	0	0	shallow	169	44	56.5	0	20.4	1734.16907082334	1.04958445224355e-05	1.92045454545455	5.09959394248088
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well2_S394_.trimmed.mdup.bam	470	2	16.7	0	shallow	149	52	26.1	0	21.7	1857.0077905905	1.09303920435408e-05	1.89130434782609	5.17726471518725
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well21_S413_.trimmed.mdup.bam	546	2	50	0	shallow	147	48	47.8	0	13.2	3435.72883109872	1.29713406467651e-05	1.85593220338983	5.43446116178154
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well22_S414_.trimmed.mdup.bam	622	2	20	0	shallow	177	47	30.4	0	28.9	1729.54399789612	1.44689429456564e-05	1.84615384615385	5.34170727504681
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well28_S420_.trimmed.mdup.bam	836	2	0	0	shallow	167	46	56.5	0	32.3	1790.27188648642	1.99247485962554e-05	1.83745583038869	5.56032233127291
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well29_S421_.trimmed.mdup.bam	198	2	36.4	0	shallow	183	48	28.6	0	8.1	2091.88480711805	4.75347064815676e-06	1.91111111111111	4.45359985829294
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well3_S395_.trimmed.mdup.bam	1352	2	0	0	shallow	148	38	30.4	0	0.3	421024.620274685	3.23786474108847e-05	1.61733931240658	6.34645922036318
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well35_S427_.trimmed.mdup.bam	600	2	0	0	shallow	187	57	21.7	0	22.7	2554.32634836262	1.41451370431934e-05	1.76521739130435	5.33936644839414
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well36_S428_.trimmed.mdup.bam	2434	2	0	0	shallow	156	48	73.9	0	24.1	8248.18705320358	5.78479244750139e-05	1.5233949945593	6.61110063714605
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well4_S396_.trimmed.mdup.bam	4782	2	0	0	shallow	148	47	60.9	0	14.1	32045.9548788408	0.000113906173727115	1.17352941176471	7.1667514724932
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well42_S434_.trimmed.mdup.bam	1414	2	0	0	shallow	182	50	60.9	0	31.8	3055.83180225582	3.33788838435928e-05	1.7286012526096	6.04037179909325
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well43_S435_.trimmed.mdup.bam	232	2	27.8	0	shallow	152	45	18.2	0	1.7	20045.038408077	5.59115651782852e-06	1.92920353982301	4.71511972702101
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well44_S436_.trimmed.mdup.bam	612	2	0	0	shallow	173	46	39.1	0	23.9	2170.62706221888	1.44572859331678e-05	1.87982832618026	5.39154084150047
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well45_S437_.trimmed.mdup.bam	616	2	0	0	shallow	164	49	43.5	0	23.4	2237.59838835027	1.4616922243082e-05	1.87124463519313	5.3736915578809
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well46_S438_.trimmed.mdup.bam	1604	2	0	0	shallow	156	51	43.5	0	16.5	9682.96005387607	3.80403936154501e-05	1.59580838323353	6.33587440798628
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well47_S439_.trimmed.mdup.bam	42	2	50	0	shallow	110	32	25	0	4.8	1778.18878601885	1.01869336914858e-06	2	2.99573227355399
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well48_S440_.trimmed.mdup.bam	1128	2	0	0	shallow	152	47	47.8	0	28	3271.51595392419	2.64481423072749e-05	1.77227722772277	5.90617615509539
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well49_S441_.trimmed.mdup.bam	3742	2	0	0	shallow	147	46	73.9	0	12.9	28723.2053355386	8.92389638833865e-05	1.264	7.02786225010794
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well5_S397_.trimmed.mdup.bam	3154	2	0	0	shallow	148	48	56.5	0	20.4	12899.5393583033	7.28602137250033e-05	1.45293644408689	6.8112333554241
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well6_S398_.trimmed.mdup.bam	3318	2	0	0	shallow	151	47	65.2	0	11.8	29496.5964467231	7.90238590783864e-05	1.35342465753425	6.93829564206793
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well7_S399_.trimmed.mdup.bam	848	2	0	0	shallow	149	38	26.1	0	2.1	35797.8722704097	2.01284225089047e-05	1.76086956521739	5.94297331451515
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well8_S400_.trimmed.mdup.bam	836	2	0	0	shallow	150	41	43.5	0	1.2	62796.347205161	2.00626899107047e-05	1.75	5.91544477328525
zeid_WT_UV300s_hoechst3_negativecontrol_cluster13_well9_S401_.trimmed.mdup.bam	604	2	33.3	0	shallow	174	46	56.5	0	26.8	1811.80354893618	1.38404356889758e-05	1.84615384615385	5.35425292537368
