Library	Reads	Sequencing_for_0.05x_cov	Background	Reads_per_Mb	Quality	Mode_insert_size	Mode_GC	Percent_WC	Naive_coverage	Duplication_rate	complexity	coverage	spikiness	entropy
fucci-wt-single-f7-r2-c1_S8_.trimmed.mdup.bam	1215952	0.21	6.2	174	brdu	150	41	35.6	2.6	12.2	9769869.29167282	0.0298087690216138	0.157759465135474	7.92305370038138
fucci-wt-single-f7-r2-c2_S9_.trimmed.mdup.bam	292844	0.23	9.4	42	brdu	153	44	21.4	0.7	4.1	7626367.06662293	0.00717639205768727	0.272081922986096	7.87664233804131
fucci-wt-single-f7-r2-c4_S11_.trimmed.mdup.bam	972452	0.2	2.2	145	good	152	41	17.3	2.1	9.6	10145231.3031241	0.023838846350572	0.144243728384571	7.92444981775717
fucci-wt-single-f7-r2-c5_S12_.trimmed.mdup.bam	1078982	2	7.2	155	brdu	153	43	50.6	2.3	10.9	9787206.50725239	0.0264511685100025	0.211041032560377	7.87006582502258
fucci-wt-single-f7-r2-c6_S13_.trimmed.mdup.bam	1259354	0.2	2.6	183	good	151	41	19.6	2.7	11.8	10362419.4339418	0.0308737537972923	0.133229103898289	7.92636922439661
fucci-wt-single-f7-r2-c7_S14_.trimmed.mdup.bam	1251786	0.19	13.2	165	brdu	152	43	27	2.8	9.7	12804125.992372	0.0306767299721047	0.234568450421532	7.88693024772431
fucci-wt-single-f7-r3-c1_S15_.trimmed.mdup.bam	128718	0.32	1.8	20	poor	153	41	7.4	0.3	3.4	3941402.26403384	0.0031559773720611	0.279041219795839	7.89945051545546
fucci-wt-single-f7-r3-c3_S17_.trimmed.mdup.bam	42862	2	2.3	7	poor	154	45	0	0.1	2.1	2225841.51077123	0.00105099449291653	0.444502918381016	7.85392646195417
fucci-wt-single-f7-r3-c4_S18_.trimmed.mdup.bam	456644	0.23	2.2	71	good	153	43	11.9	1	6.2	7619783.24333347	0.0111923350077919	0.172585620130692	7.91953980085631
fucci-wt-single-f7-r3-c5_S19_.trimmed.mdup.bam	1114046	0.21	1.8	162	good	151	42	20.8	2.4	11.5	9451062.3554488	0.0273133893840567	0.134199240089363	7.92688169954155
fucci-wt-single-f7-r3-c6_S20_.trimmed.mdup.bam	1051898	0.21	2	155	good	152	40	18.2	2.3	10.8	9543124.66038452	0.0257868677510652	0.133600671773516	7.92731049094925
fucci-wt-single-f7-r3-c7_S21_.trimmed.mdup.bam	413886	0.22	23	56	brdu	152	42	14.8	1	5.4	8128979.52912128	0.0101442233433582	0.267519554621978	7.86519705695927
fucci-wt-single-f7-r4-c1_S22_.trimmed.mdup.bam	419490	2	8.9	61	brdu	152	44	24.4	1	6.3	6921304.01096956	0.010281352464499	0.239989977193	7.89313562039358
fucci-wt-single-f7-r4-c2_S23_.trimmed.mdup.bam	439490	0.21	12.2	60	brdu	151	47	20.7	1	5.2	8832559.93173354	0.0107714015737752	0.251956446127686	7.86939180354932
fucci-wt-single-f7-r4-c3_S24_.trimmed.mdup.bam	376654	0.23	2.4	59	poor	151	40	17.5	0.9	5.1	7784698.98603754	0.00923463607221317	0.179964479215845	7.89023498341717
fucci-wt-single-f7-r4-c4_S25_.trimmed.mdup.bam	1153592	0.21	8.1	157	brdu	152	40	39.7	2.5	12.5	8888039.95808123	0.0282851263314552	0.187746032125299	7.909676267078
fucci-wt-single-f7-r4-c5_S26_.trimmed.mdup.bam	865532	0.2	2.4	131	good	152	41	22.9	1.9	8.7	10048055.4597151	0.0212174236750784	0.142351206366156	7.92494199655343
fucci-wt-single-f7-r4-c6_S27_.trimmed.mdup.bam	717060	0.2	16.1	97	brdu	152	42	31.8	1.6	6.8	10796189.9438032	0.0175735874051145	0.226407143996557	7.87393118494981
fucci-wt-single-f7-r4-c7_S28_.trimmed.mdup.bam	234500	0.3	3.9	36	poor	153	41	6.1	0.5	5	4869675.54196257	0.00574886124364992	0.223305700136212	7.91119879029034
fucci-wt-single-f7-r5-c1_S29_.trimmed.mdup.bam	11106	2	6.9	2	poor	152	39	0	0	1.6	664555.342639019	0.000272379206710757	0.81418856827789	7.62017232509361
fucci-wt-single-f7-r5-c2_S30_.trimmed.mdup.bam	285596	0.3	24.7	37	brdu	154	48	26.9	0.7	6.1	4916353.72223199	0.00700030281938867	0.297459948223464	7.83929173897557
fucci-wt-single-f7-r5-c3_S31_.trimmed.mdup.bam	1637770	0.2	3.1	208	brdu	151	43	45.1	3.4	15.3	10049212.1809617	0.0401548366627671	0.225831464859404	7.87616346842931
fucci-wt-single-f7-r5-c4_S32_.trimmed.mdup.bam	1336012	0.2	7.4	186	brdu	152	41	34	2.9	12.5	10414209.0318074	0.0327513452014194	0.176372666411268	7.91752290780178
fucci-wt-single-f7-r5-c5_S33_.trimmed.mdup.bam	556920	2	1.8	79	good	152	44	21.7	1.2	9.8	5656446.15863055	0.0136534804499824	0.171963177906744	7.88687233090575
fucci-wt-single-f7-r5-c6_S34_.trimmed.mdup.bam	208414	0.24	25.4	29	brdu	150	48	44.4	0.5	3.3	6692347.44055654	0.00510878848376602	0.313435967111901	7.85414996365896
fucci-wt-single-f7-r5-c7_S35_.trimmed.mdup.bam	574088	0.22	8.8	83	brdu	153	41	19.5	1.3	7.1	8327129.31232727	0.0140737827896811	0.214665181521267	7.90413953139319
fucci-wt-single-f7-r6-c1_S36_.trimmed.mdup.bam	742772	0.22	2.4	111	good	152	43	16	1.6	9.3	8121614.95463213	0.0182096181176041	0.152836969326434	7.92166563152496
fucci-wt-single-f7-r6-c2_S37_.trimmed.mdup.bam	955776	0.21	19	124	brdu	151	42	35.4	2.1	9.8	9781109.07755107	0.0234206254240473	0.245281787021708	7.87575504312211
fucci-wt-single-f7-r6-c3_S38_.trimmed.mdup.bam	1076268	2	2	159	good	152	42	14	2.3	10.6	10012137.6360408	0.0263844509283904	0.135622408977619	7.92692626997484
fucci-wt-single-f7-r6-c4_S39_.trimmed.mdup.bam	106486	0.34	2.9	17	poor	153	41	3.7	0.3	2.7	4255341.21092938	0.00261077988019156	0.290241253587774	7.89983689162029
fucci-wt-single-f7-r6-c5_S40_.trimmed.mdup.bam	8080	2	0	1	poor	157	49	17.4	0	0.8	1439011.48674277	0.000198001389962407	0.904068307383225	7.44353610256063
fucci-wt-single-f7-r6-c6_S41_.trimmed.mdup.bam	14832	2	6.7	2	poor	153	51	12.5	0	2.6	591045.505363907	0.000363665429357955	0.725476457399103	7.60437194136143
fucci-wt-single-f7-r6-c7_S42_.trimmed.mdup.bam	1005554	0.2	1.8	152	good	152	40	25.5	2.2	8.8	11526096.0147282	0.0246480164454152	0.134701894998992	7.92711628041817
fucci-wt-single-f7-r7-c2_S44_.trimmed.mdup.bam	766580	0.22	9.7	105	brdu	152	43	33.3	1.7	9.4	8194241.67265595	0.018789227573327	0.254431666468771	7.87346419099741
fucci-wt-single-f7-r7-c3_S45_.trimmed.mdup.bam	451804	0.24	7.2	64	brdu	151	45	20.6	1	6.5	7181607.46526353	0.0110729467930588	0.247418852728233	7.88667259107339
fucci-wt-single-f7-r7-c4_S46_.trimmed.mdup.bam	1067074	2	1.6	157	good	152	43	17	2.3	11.1	9450784.42525266	0.0261595485359909	0.136859361993701	7.9252044039969
fucci-wt-single-f7-r7-c5_S47_.trimmed.mdup.bam	91584	0.55	31.5	13	poor	155	48	42.4	0.2	3.1	3285027.61789668	0.00224463411092811	0.372013342107055	7.81865349339548
fucci-wt-single-f8-r1-c1_S50_.trimmed.mdup.bam	1093294	0.2	11.6	146	brdu	151	41	23.3	2.4	10	10786376.4316221	0.0268010670814724	0.215555015351554	7.89619442955625
fucci-wt-single-f8-r1-c2_S51_.trimmed.mdup.bam	1094712	0.21	13.9	135	brdu	150	42	34.5	2.4	11.6	9279883.51871641	0.0268348349988412	0.218989572715931	7.87726440393356
fucci-wt-single-f8-r1-c3_S52_.trimmed.mdup.bam	708520	0.21	5.9	106	brdu	154	42	34.7	1.6	7.6	9501716.35232566	0.017367869438091	0.183914783398598	7.91838206943004
fucci-wt-single-f8-r1-c4_S53_.trimmed.mdup.bam	947562	0.2	16	132	brdu	150	42	32.7	2.1	9	10668879.5642496	0.0232285632500831	0.202710856706202	7.90464992875982
fucci-wt-single-f8-r1-c5_S54_.trimmed.mdup.bam	604600	0.23	7.6	90	brdu	151	41	31.7	1.4	7.9	7806082.43201222	0.0148195555908223	0.176517471067883	7.91997046019922
fucci-wt-single-f8-r1-c6_S55_.trimmed.mdup.bam	799674	0.2	2.9	121	good	151	44	14	1.8	7.7	10522116.1898256	0.019605525893063	0.157905483214954	7.92008506045855
fucci-wt-single-f8-r1-c7_S56_.trimmed.mdup.bam	88740	2	4.8	13	poor	154	48	3.2	0.2	5.2	1780003.80615084	0.00217577003150492	0.341603782596237	7.86860268367105
fucci-wt-single-f8-r2-c2_S58_.trimmed.mdup.bam	236964	2	7.9	35	brdu	153	42	11.1	0.6	3.9	6457077.96085683	0.0058084166009317	0.260167981225628	7.89567748591516
fucci-wt-single-f8-r2-c3_S59_.trimmed.mdup.bam	935826	0.21	11.4	131	brdu	152	40	32.7	2.1	10.1	9230689.71167065	0.0229369954085421	0.197964208862044	7.91103436821069
fucci-wt-single-f8-r2-c4_S60_.trimmed.mdup.bam	676114	0.21	3	103	good	151	41	17.6	1.5	7.5	9222095.7466016	0.0165717826505431	0.150955100781373	7.92515490668063
fucci-wt-single-f8-r2-c5_S61_.trimmed.mdup.bam	626118	0.22	2.8	95	good	151	43	18.4	1.4	7.3	8803040.77621877	0.0153469872433635	0.158148812533331	7.92244258778441
fucci-wt-single-f8-r2-c6_S62_.trimmed.mdup.bam	687984	2	3.5	103	good	150	40	13.5	1.5	8.9	7777187.73055686	0.0168658635362103	0.147157694366021	7.92582476059567
fucci-wt-single-f8-r2-c7_S63_.trimmed.mdup.bam	446090	0.25	10.5	64	brdu	151	45	33.3	1	7	6562526.31176847	0.0109329086152978	0.236542681243309	7.89620542550094
fucci-wt-single-f8-r3-c1_S64_.trimmed.mdup.bam	187470	2	3.1	29	poor	153	42	12.5	0.4	3.6	5403418.98783476	0.00459639429665707	0.235704912928408	7.91073385013825
fucci-wt-single-f8-r3-c2_S65_.trimmed.mdup.bam	318348	0.23	3.2	50	acceptable	151	42	14.6	0.7	4.3	7732995.53881907	0.00780174273739581	0.192633085175831	7.91844098291513
fucci-wt-single-f8-r3-c3_S66_.trimmed.mdup.bam	28720	2	4.1	4	poor	152	42	11.5	0.1	1.6	1940013.76472169	0.000704240707499071	0.511974984009665	7.81927381610216
fucci-wt-single-f8-r3-c4_S67_.trimmed.mdup.bam	390582	0.21	3.1	61	acceptable	152	42	9.3	0.9	4.6	9086596.61164588	0.00957373350814428	0.18577626027153	7.91845770389537
fucci-wt-single-f8-r3-c5_S68_.trimmed.mdup.bam	1011980	2	16.1	140	brdu	151	41	30.5	2.2	10.6	9446301.86828667	0.024809882585757	0.205056298279855	7.9095604546592
fucci-wt-single-f8-r3-c6_S69_.trimmed.mdup.bam	771410	0.21	2.7	117	good	152	42	13.5	1.7	8.2	9494566.69021437	0.018911837639504	0.145009165044577	7.92535472587586
fucci-wt-single-f8-r3-c7_S70_.trimmed.mdup.bam	247702	0.3	31.4	36	brdu	151	46	48.6	0.6	4.9	5359308.69268051	0.00607171439602502	0.285308947953166	7.85930194005086
fucci-wt-single-f8-r4-c1_S71_.trimmed.mdup.bam	345348	0.24	8.9	51	brdu	150	44	22.9	0.8	5	7261468.11625097	0.00846475151771392	0.238023970460149	7.89546961288386
fucci-wt-single-f8-r4-c2_S72_.trimmed.mdup.bam	296568	0.23	4.3	46	acceptable	150	42	15.8	0.7	4.3	7279947.5094497	0.00726907905715316	0.197815894958995	7.91829108038815
fucci-wt-single-f8-r4-c3_S73_.trimmed.mdup.bam	290006	0.23	4	46	acceptable	151	42	11.4	0.7	4	7787584.8130942	0.00710876588158768	0.200018768226836	7.91835300318584
fucci-wt-single-f8-r4-c4_S74_.trimmed.mdup.bam	994254	0.21	2.9	147	good	150	40	20.4	2.2	10.1	9713483.9405205	0.0243722214285656	0.136358835492534	7.92671438606791
fucci-wt-single-f8-r4-c5_S75_.trimmed.mdup.bam	712638	0.2	2.2	109	good	152	41	13.3	1.6	7.3	10028911.1838319	0.0174693111307716	0.147777301119336	7.92492611239463
fucci-wt-single-f8-r4-c6_S76_.trimmed.mdup.bam	332838	0.25	3.3	51	brdu	154	41	11.4	0.8	5.4	6446900.9160476	0.00816033901254743	0.20223579181103	7.9165265226306
fucci-wt-single-f8-r4-c7_S77_.trimmed.mdup.bam	102090	0.46	4.5	16	poor	151	40	3.8	0.2	3.1	3495870.48768567	0.00250276982001968	0.29746951033909	7.89607055263069
fucci-wt-single-f8-r5-c1_S78_.trimmed.mdup.bam	14182	2	38.8	2	poor	154	47	25	0	1.2	1187864.50147283	0.000347691198475734	0.716788740485423	7.67864650895749
fucci-wt-single-f8-r5-c2_S79_.trimmed.mdup.bam	54082	0.68	3.1	8	poor	151	44	12	0.1	2	2840141.07387216	0.00132571447993757	0.395876757494221	7.86086958905949
fucci-wt-single-f8-r5-c3_S80_.trimmed.mdup.bam	946018	0.2	2.2	143	good	151	42	13.7	2.1	8.4	11288030.3816085	0.0231936208950071	0.143467375743359	7.92376885776248
fucci-wt-single-f8-r5-c4_S81_.trimmed.mdup.bam	1062206	2	2.8	160	good	152	41	17.9	2.4	9.2	11644289.5598444	0.0260378256932266	0.132907768637714	7.92655578978161
fucci-wt-single-f8-r5-c5_S82_.trimmed.mdup.bam	553356	2	13.1	76	brdu	152	41	32.5	1.2	7.5	7646946.52484999	0.0135658376718021	0.245007264302823	7.89430607075751
fucci-wt-single-f8-r5-c6_S83_.trimmed.mdup.bam	23592	2	5.7	4	poor	153	46	8.3	0.1	1.6	1753833.16305796	0.00057834208622026	0.583888552392489	7.77988035194832
fucci-wt-single-f8-r5-c7_S84_.trimmed.mdup.bam	206884	0.29	8	31	brdu	152	42	11.8	0.5	4.2	5229384.98455325	0.0050699805545658	0.252507446355845	7.90241279033571
fucci-wt-single-f8-r6-c1_S85_.trimmed.mdup.bam	264844	0.25	3.6	41	acceptable	150	47	10.8	0.6	4.4	6385886.04320524	0.00648835030116107	0.224045710657884	7.90331816899542
fucci-wt-single-f8-r6-c2_S86_.trimmed.mdup.bam	559638	0.22	22.8	74	brdu	152	43	27.6	1.3	7.2	7880225.27195073	0.0137163078483536	0.253214179188311	7.87823942604096
fucci-wt-single-f8-r6-c4_S88_.trimmed.mdup.bam	106938	0.33	37.3	16	poor	151	44	65.5	0.3	2.6	4598781.12487847	0.00262197184735782	0.337014867735084	7.85522101350356
fucci-wt-single-f8-r6-c5_S89_.trimmed.mdup.bam	229946	2	6.9	34	brdu	152	43	11.1	0.5	5.5	4314933.7053931	0.00563569298312628	0.260157559038353	7.89737952627983
fucci-wt-single-f8-r6-c6_S90_.trimmed.mdup.bam	34318	2	7.5	5	poor	151	42	25	0.1	2.5	1450866.34758511	0.000840813209279809	0.508079533849943	7.824404816187
fucci-wt-single-f8-r6-c7_S91_.trimmed.mdup.bam	300670	0.33	23.3	43	brdu	152	42	30.3	0.7	7.1	4409157.14718078	0.00737214365630981	0.264636110072749	7.89022644267985
fucci-wt-single-f8-r7-c1_S92_.trimmed.mdup.bam	429718	0.22	23	60	brdu	152	43	21.2	1	5.2	8654861.31652904	0.0105257491628608	0.273862767819719	7.88417573705224
fucci-wt-single-f8-r7-c2_S93_.trimmed.mdup.bam	274966	0.26	11.9	41	brdu	151	43	16.7	0.6	4.8	6121084.50490011	0.00673720999233193	0.256350667280258	7.89535111918304
fucci-wt-single-f8-r7-c3_S94_.trimmed.mdup.bam	152820	0.37	8.8	23	brdu	155	44	12.5	0.4	3.9	4037222.47319954	0.00374514811717425	0.288844185346361	7.89165561398296
fucci-wt-single-f8-r7-c4_S95_.trimmed.mdup.bam	461598	0.25	2.8	70	good	150	42	12.5	1	7.2	6612841.21748737	0.0113140860215186	0.170903444620097	7.92281817536191
fucci-wt-single-f8-r7-c5_S96_.trimmed.mdup.bam	53294	2	32.5	8	poor	151	49	30	0.1	2.3	2468303.88939015	0.00130631245816246	0.460207077731417	7.79789059333738
fucci-wt-single-f8-r7-c6_S97_.trimmed.mdup.bam	238172	0.32	4.5	36	acceptable	150	44	15	0.5	5.3	4701356.2946777	0.00583652701192593	0.22381279006583	7.89615769823451
recq5-2-negctrl-c11-w25_.trimmed.mdup.bam	74	2	0	0	shallow	56	55	NA	0	40.5	170.71513244754	1.72393337556908e-06	2	3.09104245335832
recq5-2-negctrl-c12-w25_.trimmed.mdup.bam	32	2	0	0	shallow	157	35	NA	0	31.3	66.7302319905182	7.38921105005377e-07	2	2.39789527279837
recq5-2-single-c11-w1_.trimmed.mdup.bam	1040238	0.29	16.2	124	poor	150	49	52.1	2	21	395.650860763308	2.69275543787236e-06	2	3.78418963391826
recq5-2-single-c11-w10_.trimmed.mdup.bam	84	2	0	0	shallow	47	45	NA	0	21.4	602.411452840485	1.93829173293698e-06	2	3.45449864143254
recq5-2-single-c11-w11_.trimmed.mdup.bam	60	2	40	0	shallow	116	42	21.4	0	0	NA	1.44189994767263e-06	2	3.31949257615475
recq5-2-single-c11-w12_.trimmed.mdup.bam	133674	2	3.7	15	poor	150	49	10	0.2	27.2	413439.372501806	0.00327427145251999	0.360497925311203	7.79720417665906
recq5-2-single-c11-w13_.trimmed.mdup.bam	50	2	0	0	shallow	51	46	NA	0	24	135.305692009146	1.16472358225431e-06	1.89473684210526	2.94443897916644
recq5-2-single-c11-w14_.trimmed.mdup.bam	130	2	0	0	shallow	55	44	NA	0	13.8	888.769667014555	3.09524401522629e-06	1.81818181818182	3.98212783321211
recq5-2-single-c11-w15_.trimmed.mdup.bam	444146	0.97	5	55	poor	153	47	19.1	0.8	21.7	1790478.34591185	0.0108877457055512	0.211510289501221	7.90364965105991
recq5-2-single-c11-w16_.trimmed.mdup.bam	127430	2	21.2	13	poor	150	50	25	0.2	27.4	381603.063841908	0.00312291243353501	0.397056254367575	7.80616663225832
recq5-2-single-c11-w17_.trimmed.mdup.bam	334436	0.67	24.3	38	poor	149	49	32.4	0.7	15.2	2023393.69177146	0.00819742430358874	0.324939536207142	7.81805982590918
recq5-2-single-c11-w18_.trimmed.mdup.bam	30	2	0	0	shallow	112	44	NA	0	0	NA	7.32121217536003e-07	2	2.70805020110221
recq5-2-single-c11-w19_.trimmed.mdup.bam	84	2	0	0	shallow	45	41	NA	0	11.9	380.307898966761	1.98815757437906e-06	1.94594594594595	3.57345049747882
recq5-2-single-c11-w2_.trimmed.mdup.bam	1130692	0.28	11.9	136	poor	152	49	59	2.2	21.5	NA	9.25432304165367e-07	2	2.99573227355399
recq5-2-single-c11-w20_.trimmed.mdup.bam	119588	2	2.8	15	poor	152	50	10	0.2	17.9	620015.935883717	0.00293272314286242	0.329405652535328	7.85767111734937
recq5-2-single-c11-w21_.trimmed.mdup.bam	24	2	0	0	shallow	122	37	NA	0	0	NA	5.89323580679135e-07	2	2.484906649788
recq5-2-single-c11-w22_.trimmed.mdup.bam	244002	2	22.9	25	poor	152	51	54.8	0.4	25.1	815629.462185205	0.00598056805677719	0.356612366243918	7.78396612196405
recq5-2-single-c11-w23_.trimmed.mdup.bam	44902	2	18.3	6	poor	152	49	16.7	0.1	6.4	741411.134200841	0.00110195284961202	0.498988049344641	7.7590847704093
recq5-2-single-c11-w24_.trimmed.mdup.bam	154994	2	18.6	16	poor	152	50	17.6	0.3	27.2	462555.237056924	0.00379950933184192	0.361473412641536	7.83956950228545
recq5-2-single-c11-w26_.trimmed.mdup.bam	122044	2	2.4	14	poor	150	47	3.4	0.2	25.4	399756.766342046	0.0029916791386344	0.35950339803669	7.85237583305551
recq5-2-single-c11-w27_.trimmed.mdup.bam	105608	2	3.4	12	poor	149	49	12.9	0.2	26.6	326781.970920254	0.00258764795823741	0.350991825896808	7.87262273155474
recq5-2-single-c11-w28_.trimmed.mdup.bam	278334	0.71	3	37	poor	151	48	11.4	0.6	14.8	1768100.16458515	0.0068259770185738	0.236267107528165	7.89749940805214
recq5-2-single-c11-w29_.trimmed.mdup.bam	61156	2	16.5	6	poor	152	51	23.3	0.1	23.8	219223.878301699	0.0014986148948172	0.497353579175705	7.74188235084751
recq5-2-single-c11-w3_.trimmed.mdup.bam	2047276	0.22	19.7	251	poor	151	47	61.1	3.9	21.8	64989.3993236119	1.33805595189032e-05	1.78409090909091	5.52145595255933
recq5-2-single-c11-w30_.trimmed.mdup.bam	16	2	0	0	shallow	166	40	NA	0	0	NA	3.93422060728104e-07	2	2.07944154167984
recq5-2-single-c11-w31_.trimmed.mdup.bam	141426	2	2.6	15	poor	153	47	10	0.2	29.5	385526.461874759	0.00346853808524088	0.307873615767551	7.87537708031951
recq5-2-single-c11-w32_.trimmed.mdup.bam	161516	2	4.1	19	poor	153	48	9.4	0.3	21.6	664420.868290009	0.00396192043459379	0.288915094339623	7.86952058075075
recq5-2-single-c11-w33_.trimmed.mdup.bam	822836	0.34	11.1	98	poor	150	47	28.3	1.6	21.9	3296445.29320215	0.0201804839019527	0.218980121872229	7.89864320917351
recq5-2-single-c11-w34_.trimmed.mdup.bam	198182	2	26.5	22	poor	151	49	24.1	0.4	20.4	864969.667657845	0.00485990353587028	0.332816921245023	7.82602740675405
recq5-2-single-c11-w35_.trimmed.mdup.bam	40	2	0	0	shallow	43	51	NA	0	10	321.321417409624	9.344988207912e-07	1.88888888888889	2.89037175789616
recq5-2-single-c11-w36_.trimmed.mdup.bam	132962	2	4.1	16	poor	150	47	9.7	0.3	20.6	579839.484801628	0.00326006227814232	0.313239588135854	7.87188940304281
recq5-2-single-c11-w37_.trimmed.mdup.bam	477884	0.51	4.5	62	good	151	49	17.1	0.9	19.3	2258197.73199404	0.0117212195696224	0.193150806912049	7.91244482074482
recq5-2-single-c11-w38_.trimmed.mdup.bam	40	2	0	0	shallow	155	44	NA	0	10	537.041958390031	9.81774228911615e-07	2	2.89037175789616
recq5-2-single-c11-w39_.trimmed.mdup.bam	111828	2	4.3	13	poor	151	50	12.9	0.2	26.7	344074.862327193	0.00273758547693712	0.39920568355617	7.82349097440426
recq5-2-single-c11-w4_.trimmed.mdup.bam	1217514	0.24	12.9	160	poor	151	49	48.2	2.4	18.1	2856562.83064666	0.00959669284247837	0.23048417507619	7.8870110757942
recq5-2-single-c11-w40_.trimmed.mdup.bam	150784	2	3.8	17	poor	152	49	3.2	0.3	29.1	414349.071460785	0.00369379245276805	0.304761724873921	7.88587051357691
recq5-2-single-c11-w41_.trimmed.mdup.bam	102678	2	4.5	14	poor	150	49	7.1	0.2	15.3	624598.790950939	0.00251444781723792	0.340880065017996	7.87761386554528
recq5-2-single-c11-w42_.trimmed.mdup.bam	116	2	0	0	shallow	131	42	NA	0	32.8	263.885255548478	2.76010670423569e-06	1.94871794871795	3.66356164612965
recq5-2-single-c11-w43_.trimmed.mdup.bam	68	2	0	0	shallow	158	60	NA	0	5.9	992.537273929778	1.59764975113783e-06	2	3.40119738166216
recq5-2-single-c11-w44_.trimmed.mdup.bam	68666	2	4.4	8	poor	151	48	12	0.1	22.7	254074.706054074	0.00167957835721467	0.40813293189527	7.85395238246177
recq5-2-single-c11-w45_.trimmed.mdup.bam	84	2	0	0	shallow	149	53	NA	0	23.8	563.465637005869	2.05907068655968e-06	1.93333333333333	3.40119738166216
recq5-2-single-c11-w46_.trimmed.mdup.bam	458296	0.54	3.2	57	poor	154	41	23.3	0.9	19.5	2144637.71656404	0.0112458676076008	0.185898502957464	7.90571228371557
recq5-2-single-c11-w47_.trimmed.mdup.bam	30	2	0	0	shallow	45	42	NA	0	6.7	837.903117377931	7.14959596779962e-07	2	2.63905732961526
recq5-2-single-c11-w48_.trimmed.mdup.bam	24	2	0	0	shallow	95	45	NA	0	0	NA	5.84790322366219e-07	2	2.484906649788
recq5-2-single-c11-w49_.trimmed.mdup.bam	45284	2	10.3	6	poor	152	50	16.7	0.1	7.9	626812.84086918	0.00111094521508402	0.461981790003874	7.80318992431848
recq5-2-single-c11-w5_.trimmed.mdup.bam	52	2	0	0	shallow	96	46	NA	0	0	NA	1.27190276093827e-06	1.92307692307692	3.20477752413226
recq5-2-single-c11-w6_.trimmed.mdup.bam	3426	2	4.8	0	shallow	151	49	0	0	11	31285.7174117894	8.37687851477218e-05	1.35066760365425	6.94800743600601
recq5-2-single-c11-w7_.trimmed.mdup.bam	115752	2	12.8	12	poor	151	50	7.1	0.2	22	476906.706517115	0.00283481091558257	0.400772703789393	7.8038137673745
recq5-2-single-c11-w8_.trimmed.mdup.bam	71122	2	3.4	8	poor	154	50	8.3	0.1	27.1	222116.217850217	0.00174309448704528	0.406518345042935	7.84916409942397
recq5-2-single-c11-w9_.trimmed.mdup.bam	265842	0.74	2.9	36	good	150	47	11.8	0.5	15.3	1647452.28017674	0.00651791491666125	0.221247109023433	7.90770212661133
recq5-2-single-c12-w1_.trimmed.mdup.bam	1365150	0.27	27.7	162	poor	151	48	59.3	2.5	24.3	273764.210470115	0.00148722119765601	0.434419381787803	7.82466694853672
recq5-2-single-c12-w10_.trimmed.mdup.bam	89440	2	3.1	12	poor	151	48	14.3	0.2	14.9	579995.618946234	0.00219297989908158	0.354546420789711	7.86766950227601
recq5-2-single-c12-w11_.trimmed.mdup.bam	42	2	0	0	shallow	157	46	NA	0	0	NA	1.02872583286682e-06	1.9047619047619	3.04452243772342
recq5-2-single-c12-w12_.trimmed.mdup.bam	111492	2	3.8	12	poor	153	48	16.7	0.2	29	316370.762394974	0.00273439568210565	0.349618008534124	7.8720751799703
recq5-2-single-c12-w13_.trimmed.mdup.bam	94222	2	3.5	11	poor	151	48	13.3	0.2	27.7	285909.791342491	0.00230817614509193	0.371457399768525	7.85764896885858
recq5-2-single-c12-w14_.trimmed.mdup.bam	112692	2	3.6	13	poor	151	48	13.3	0.2	27.2	342733.501325242	0.002761702734966	0.322761102075016	7.88138899467768
recq5-2-single-c12-w15_.trimmed.mdup.bam	107972	2	4	14	poor	151	49	7.7	0.2	17.5	577295.063090696	0.0026459252604791	0.336429496059773	7.866613042887
recq5-2-single-c12-w16_.trimmed.mdup.bam	8	2	0	0	shallow	144	42	NA	0	0	NA	1.9622532411624e-07	2	1.09861228866811
recq5-2-single-c12-w17_.trimmed.mdup.bam	59984	2	19.4	6	poor	152	51	11.5	0.1	19.1	278549.137682693	0.00146971731589735	0.486227445097304	7.74982458982509
recq5-2-single-c12-w18_.trimmed.mdup.bam	355682	1.35	4.9	45	poor	151	48	11.1	0.7	22.3	1416898.81369472	0.0087213245479042	0.217315840522742	7.88671371778584
recq5-2-single-c12-w19_.trimmed.mdup.bam	372918	2	11.8	37	poor	154	49	13.3	0.6	28.9	1075804.73396525	0.0091480524574573	0.307473766209962	7.84657157863638
recq5-2-single-c12-w2_.trimmed.mdup.bam	978292	0.26	21.2	126	poor	152	48	55.2	1.9	18.3	2222109.38288339	0.00674864902207624	0.229382006420276	7.89761847827691
recq5-2-single-c12-w20_.trimmed.mdup.bam	116304	2	9.1	15	poor	153	50	14.3	0.2	12.6	945228.965263006	0.00285273639036433	0.333783837500497	7.85192278154032
recq5-2-single-c12-w21_.trimmed.mdup.bam	97074	2	3.6	11	poor	149	49	4	0.2	28	281068.482172456	0.0023791083617183	0.368773835663932	7.85838016287
recq5-2-single-c12-w22_.trimmed.mdup.bam	86804	2	3.6	10	poor	152	48	7.1	0.2	25.3	289088.504899391	0.00212490849225483	0.370954175882371	7.86354856327181
recq5-2-single-c12-w23_.trimmed.mdup.bam	162216	2	4.2	22	poor	151	49	7.4	0.3	13.3	1199401.68289107	0.00397504842686383	0.300105097971465	7.87370552308789
recq5-2-single-c12-w24_.trimmed.mdup.bam	146716	2	4.2	17	poor	149	48	10	0.3	25.9	476887.405030661	0.00359402450381738	0.302112558295089	7.87577934314389
